anime name,name,Birthday,Age,Gender,Blood Type,Height,category
Lupin III Cagliostro no Shiro,Fujiko Mine,,,Female,,,fictional
Lupin III Cagliostro no Shiro,Kouichi Zenigata,,,Male,,,fictional
Lupin III Cagliostro no Shiro,Count Lazare do Cagliostro,,,,,,fictional
Lupin III Cagliostro no Shiro,Jodot,,,,,,fictional
Lupin III Cagliostro no Shiro,Gardener,,,,,,fictional
serial experiments lain,Lain Iwakura,Jul 6,14,Female,,,fictional
serial experiments lain,Masami Eiri,,,Male,,,fictional
serial experiments lain,Arisu Mizuki,,,Female,,,fictional
serial experiments lain,Mika Iwakura,,,,,,fictional
serial experiments lain,Yasuo Iwakura,,,,,,fictional
serial experiments lain,Lin Sui-Xi,,,,,,fictional
serial experiments lain,Miho Iwakura,,,,,,fictional
serial experiments lain,J.J,,,,,,fictional
serial experiments lain,Chisa Yomoda,,,,,,fictional
serial experiments lain,Reika Yamamoto,,,Female,,,fictional
serial experiments lain,Juri Katou,,14,Female,,,fictional
Planetes,Hachirota Hoshino,Oct 20,25,Male,,,fictional
Planetes,Ai Tanabe,Jul 7,20,Female,,,fictional
Planetes,Yuri Mihalkov,Jul 27,36,Male,,,fictional
Planetes,Fee Carmichael,May 8,,Female,,,fictional
Planetes,Claire Rondo,,,,,,fictional
Planetes,Edelgard Rivera,Nov 4,26,Female,,,fictional
Planetes,Arvind Lavie,,,,,,fictional
Planetes,Philippe Myers,,,,,,fictional
Planetes,Kho Cheng-Shin,,,,,,fictional
Planetes,Goro Hoshino,,,,,,fictional
Planetes,Werner Locksmith,,,,,,fictional
Planetes,Hakim Ashmead,,,,,,fictional
Planetes,Gigalt Gangaragash,,,,,,fictional
Planetes,Harry Roland,,,,,,fictional
Planetes,Kyutaro Hoshino,,,,,,fictional
Planetes,Nono,,,,,,fictional
Planetes,Sally Silverstone,,,,,,fictional
Planetes,Lucie Ascham,Sep 3,20,Female,,,fictional
Planetes,Chad,,,,,,fictional
Planetes,Colin Clifford,,,,,,fictional
Planetes,Howard,,,,,,fictional
Planetes,Sasha,,,,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Myne,,,Female,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Lutz,,,Male,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Benno,,,Male,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Fran,,,Male,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Bezewanst,,,Male,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Gil,,,,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Delia,,,,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Wilma,,,Female,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Rosina,,,Female,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Karstedt,,,Male,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Damuel Sohn Bernett,,,Male,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Shikza,,,Male,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Tuuli,,,Female,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Effa,,,Female,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Gunther,,,Male,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Urano no Haha,,,,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Sieg,,,,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Zasha,,,,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Karla,,,,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Corinna,,,,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Freida,,,,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Leise,,,Female,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Arno,,,Male,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Ella,,,Female,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Rico,,,,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Deid,,,Male,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Christine,,,Female,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Dostal,,,,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Ingo,,,Male,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Egmont,,,Male,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Jenni,,,Female,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Zahm,,,Male,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Shounin Minarai,,,,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Haiiro Shinkan Minarai,,,,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Lothar,,,,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Koji,,,,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Aoiro Shinkan,,,,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Gilberta Shoukai Ten'in,,,,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Gilberta Shoukai Kyaku,,,,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Sobadzukae,,,,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Eckhart,,,Male,,,fictional
Honzuki no Gekokujou Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Lamprecht,,,Male,,,fictional
Eizouken ni wa Te wo Dasu na,Midori Asakusa,Feb 3,,Female,,,fictional
Eizouken ni wa Te wo Dasu na,Sayaka Kanamori,Oct 9,,Female,,,fictional
Eizouken ni wa Te wo Dasu na,Tsubame Mizusaki,May 15,,Female,,,fictional
Eizouken ni wa Te wo Dasu na,Sowande Sakaki,,,,,,fictional
Eizouken ni wa Te wo Dasu na,Doumeki,,,,,,fictional
Eizouken ni wa Te wo Dasu na,Fujimoto Sensei,,,,,,fictional
Eizouken ni wa Te wo Dasu na,Ono,,,,,,fictional
Eizouken ni wa Te wo Dasu na,Goto,,,,,,fictional
Eizouken ni wa Te wo Dasu na,Tsubame no Haha,,,,,,fictional
Eizouken ni wa Te wo Dasu na,Kubo,,,,,,fictional
Eizouken ni wa Te wo Dasu na,Kyuu Ajima,,,,,,fictional
Bakemono no Ko,Kumatetsu,,,,,,fictional
Bakemono no Ko,Ren,,,Male,,,fictional
Bakemono no Ko,Hyakushuubou,,,,,,fictional
Bakemono no Ko,Tatara,,,,,,fictional
Bakemono no Ko,Ichirouhiko,,,,,,fictional
Bakemono no Ko,Iouzan,,,,,,fictional
Bakemono no Ko,Jiroumaru,,,,,,fictional
Bakemono no Ko,Soushi,,,,,,fictional
Bakemono no Ko,Chiko,,,Male,,,fictional
Gintama Yorinuki Gintamasan on Theater 2D,Takahisa Itou,,,,,,fictional
Kamisama Hajimemashita,Narukami,,,,,,fictional
Kamisama Hajimemashita,Onibaba,,,,,,fictional
Kamisama Hajimemashita,Yonomori,,,,,,fictional
Kamisama Hajimemashita,Isohime,,600,Female,,,fictional
Kamisama Hajimemashita,Maki Kohirui,,,,,,fictional
Kamisama Hajimemashita,Hanae,,,,,,fictional
Kamisama Hajimemashita,Hiroko,,,Female,,,fictional
xxxHOLiC Kei,Kimihiro Watanuki,Apr 1,,Male,,,fictional
xxxHOLiC Kei,Yuuko Ichihara,,,,,,fictional
xxxHOLiC Kei,Shizuka Doumeki,,,Male,,,fictional
xxxHOLiC Kei,Himawari Kunogi,,,,,,fictional
xxxHOLiC Kei,Zashiki-warashi,,,,,,fictional
xxxHOLiC Kei,Kohane Tsuyuri,May 7,,Female,,,fictional
xxxHOLiC Kei,Ame-warashi,,,,,,fictional
xxxHOLiC Kei,Mokona Modoki,,,,,,fictional
xxxHOLiC Kei,Haruka Doumeki,,,,,,fictional
xxxHOLiC Kei,Jorougumo,,,,,,fictional
xxxHOLiC Kei,The Dream Merchant,,,,,,fictional
xxxHOLiC Kei,Moro,,,,,,fictional
Higurashi no Naku Koro ni Kai,Keiichi Maebara,"Apr 13, 1969",14,Male,,,fictional
Higurashi no Naku Koro ni Kai,Rena Ryuuguu,"Jul 28, 1969",13-15,Female,,158,fictional
Higurashi no Naku Koro ni Kai,Mion Sonozaki,"Jul 10, 1968",14-15,Female,,,fictional
Higurashi no Naku Koro ni Kai,Rika Furude,"Aug 21, 1971",6-16,Female,,,fictional
Higurashi no Naku Koro ni Kai,Satoko Houjou,"Jun 24, 1971",11-17,Female,,,fictional
Higurashi no Naku Koro ni Kai,Shion Sonozaki,"Jul 10, 1968",14-15,Female,,,fictional
Higurashi no Naku Koro ni Kai,Hanyuu Furude,Aug 1,,Female,,,fictional
Higurashi no Naku Koro ni Kai,Miyo Takano,Jun 20,,Female,,,fictional
Higurashi no Naku Koro ni Kai,Satoshi Houjou,Jun 16,,Male,,,fictional
Higurashi no Naku Koro ni Kai,Kuraudo Ooishi,"Nov 15, 1923",59,Male,,,fictional
Higurashi no Naku Koro ni Kai,Rumiko Chie,May 3,,Female,,,fictional
Higurashi no Naku Koro ni Kai,Mamoru Akasaka,Aug 3,,Male,,,fictional
Higurashi no Naku Koro ni Kai,Nomura,,,Female,,,fictional
Higurashi no Naku Koro ni Kai,Kyousuke Irie,Dec 3,,Male,,,fictional
Higurashi no Naku Koro ni Kai,Teppei Houjou,May 28,,Male,,,fictional
Higurashi no Naku Koro ni Kai,Oryou Sonozaki,,,Female,,,fictional
Higurashi no Naku Koro ni Kai,Jirou Tomitake,Sep 14,,Male,,,fictional
Higurashi no Naku Koro ni Kai,Rina Mamiya,Jul 31,,Female,,,fictional
Higurashi no Naku Koro ni Kai,Frederica Bernkastel,Aug 21,,Female,,,fictional
Higurashi no Naku Koro ni Kai,Akane Sonozaki,Nov 6,,Female,,,fictional
Higurashi no Naku Koro ni Kai,Tatsuyoshi Kasai,Dec 23,,Male,,,fictional
Higurashi no Naku Koro ni Kai,Kiichirou Kimiyoshi,,,Male,,,fictional
Higurashi no Naku Koro ni Kai,Tetsuro Okonogi,Dec 1,,Male,A,,fictional
Higurashi no Naku Koro ni Kai,Aiko Maebara,,,Female,,,fictional
Higurashi no Naku Koro ni Kai,Ichirou Maebara,,,Male,,,fictional
Higurashi no Naku Koro ni Kai,Furude no Haha,,,Female,,,fictional
Higurashi no Naku Koro ni Kai,Reiko Ryuuguu,,,Female,,,fictional
Major S1,Shigeharu Honda,,,,,,fictional
Major S1,Atsushi Maehara,,,Male,,,fictional
NARUTO,Isaribi,,,,,,fictional
NARUTO,Aoi Rokusho,,,,,,fictional
NARUTO,Raiga Kurosuki,,,,,,fictional
NARUTO,Menma,,,,,,fictional
NARUTO,Dosu Kinuta,,,,,,fictional
NARUTO,Yoroi Akado,,,Male,,,fictional
NARUTO,Seimei,,,,,,fictional
NARUTO,Akahoshi,,,Male,,,fictional
NARUTO,Hanabi Hyuuga,Mar 27,"7 (I), 10 (II)",Female,A,,fictional
NARUTO,Yashamaru,May 23,,Male,,,fictional
NARUTO,Tsunami,May 4,,Female,,,fictional
NARUTO,Yotaka,,,,,,fictional
NARUTO,Kamikiri Fuma,,,,,,fictional
NARUTO,Sasame Fuma,,,,,,fictional
NARUTO,Mizura,,,,,,fictional
NARUTO,Gouzu,Jun 6,,Male,,,fictional
NARUTO,Meizu,Jun 6,,Male,,,fictional
NARUTO,Mubi,,,,,,fictional
NARUTO,Oki,,,,,,fictional
NARUTO,Jirocho Wasabi,,,,,,fictional
NARUTO,Chishima,,,,,,fictional
NARUTO,Genno,,,,,,fictional
NARUTO,Karashi,,,,,,fictional
NARUTO,Ryuugan,,,,,,fictional
NARUTO,Fukusuke Hikyakuya,,,,,,fictional
NARUTO,Jigumo Fuma,,,,,,fictional
NARUTO,Arashi Fuuma,,,,,,fictional
NARUTO,Ranmaru,,,,,,fictional
NARUTO,Renga,,,,,,fictional
NARUTO,Genzou,,,,,,fictional
NARUTO,Gatsu,,,,,,fictional
NARUTO,Hokuto,,,,,,fictional
NARUTO,Mondai,,,,,,fictional
NARUTO,Nagare,,,,,,fictional
NARUTO,Nanafushi,,,,,,fictional
NARUTO,Nan,,,,,,fictional
NARUTO,Yakumo Kurama,,,,,,fictional
NARUTO,Sazanami,,,,,,fictional
NARUTO,Shin'emon,,,,,,fictional
NARUTO,Yajirobee,,,,,,fictional
NARUTO,Tanzou,,,,,,fictional
NARUTO,Waraji,,,,,,fictional
NARUTO,Jibachi Kamizuru,,,,,,fictional
NARUTO,Giichi,,,,,,fictional
NARUTO,Hachidai,,,,,,fictional
NARUTO,Kuromaru,,,,,,fictional
NARUTO,Tekka Uchiha,,,,,,fictional
NARUTO,Inabi Uchiha,,,,,,fictional
NARUTO,Yashiro Uchiha,,,,,,fictional
NARUTO,Misumi Tsurugi,,,,,,fictional
NARUTO,Genyuumaru,,,,,,fictional
NARUTO,Ami,,,,,,fictional
NARUTO,Kagari,,,,,,fictional
NARUTO,Baiu,May 30,,Male,,,fictional
NARUTO,Midare,May 7,,Male,,,fictional
NARUTO,Tonbo Tobitake,,,,,,fictional
NARUTO,Teyaki Uchiha,,,,,,fictional
NARUTO,Uruchi Uchiha,,,,,,fictional
NARUTO,Tsuba,,,,,,fictional
NARUTO,Shiore,,,,,,fictional
NARUTO,Shimon Hijiri,,,,,,fictional
NARUTO,Shibire,,,,,,fictional
NARUTO,Sagi,,,,,,fictional
NARUTO,Iwashi Tatami,Jan 2,,Male,,,fictional
NARUTO,Tobio,,,,,,fictional
NARUTO,Kotohime Fuma,,,,,,fictional
NARUTO,Ukon,Jun 20,,,,,fictional
NARUTO,Kunihisa,,,,,,fictional
NARUTO,Kunijiro,,,,,,fictional
NARUTO,Natsuhi,,,,,,fictional
NARUTO,Sumaru,,,,,,fictional
NARUTO,Gantetsu,,,,,,fictional
Benghuai 3 Du Chen,Herrscher of Sentience,,,,,,fictional
Zombie Land Saga Revenge,Sakura Minamoto,"Apr 2, 1991",,Female,,,fictional
Zombie Land Saga Revenge,Saki Nikaidou,"May 15, 1979",,Female,,,fictional
Zombie Land Saga Revenge,Ai Mizuno,"Mar 7, 1992",,Female,,,fictional
Zombie Land Saga Revenge,Junko Konno,"Sep 2, 1964",19 (Physically) 53-55 (Chronologically),Female,,,fictional
Zombie Land Saga Revenge,Tae Yamada,,29,Female,,,fictional
Zombie Land Saga Revenge,Yuugiri,"Nov 23, 1863",,Female,,,fictional
Zombie Land Saga Revenge,Lily Hoshikawa,"Oct 6, 1999",12,Female,,,fictional
Zombie Land Saga Revenge,Koutarou Tatsumi,,,Male,,,fictional
Zombie Land Saga Revenge,Romero,Nov 1,,Male,,,fictional
Zombie Land Saga Revenge,Suenaga,"Nov 14, 1982",36,Male,A,,fictional
Zombie Land Saga Revenge,White Ryuu,,,,,,fictional
Zombie Land Saga Revenge,Shiori Baba,,,,,,fictional
Zombie Land Saga Revenge,Maimai Yuzuriha,,,Female,,,fictional
Zombie Land Saga Revenge,Kamako,,,Female,,,fictional
Zombie Land Saga Revenge,Fujiko,,,Female,,,fictional
Zombie Land Saga Revenge,Kiichi Momozaki,,,Male,,,fictional
Zombie Land Saga Revenge,Shoujirou Itou,,,Male,,,fictional
Zombie Land Saga Revenge,Misa Azumatsuru,,,Female,,,fictional
Zombie Land Saga Revenge,Reiko Amabuki,,,,,,fictional
Zombie Land Saga Revenge,Arata Ookoba,,,Male,,,fictional
Zombie Land Saga Revenge,Light Oozora,,,Male,,,fictional
Zombie Land Saga Revenge,Inubashiri,,,Male,,,fictional
Zombie Land Saga Revenge,Jofuku,,,Male,,,fictional
Zombie Land Saga Revenge,Death Oji A,,,,,,fictional
Zombie Land Saga Revenge,Death Oji B,,,,,,fictional
Zombie Land Saga Revenge,Kokko-kun,,,,,,fictional
Zombie Land Saga Revenge,Takeo Gou,,,,,,fictional
Boku no Hero Academia 3,Camie Utsushimi,Aug 15,16,Female,,161,fictional
Boku no Hero Academia 3,Saiko Intelli,,,Female,,,fictional
Boku no Hero Academia 3,Inasa Yoarashi,Sep 26,16,Male,,190,fictional
Boku no Hero Academia 3,Seiji Shishikura,Feb 9,16,Male,,,fictional
Boku no Hero Academia 3,Nagamasa Moura,Nov 13,,Male,,,fictional
Boku no Hero Academia 3,Mustard,,,,,,fictional
Boku no Hero Academia 3,Kenji Hikiishi,,,Female,,,fictional
Boku no Hero Academia 3,Kaoruko Awata,Apr 23,21,Female,,,fictional
Boku no Hero Academia 3,Yokumiru Mera,,,,,,fictional
Boku no Hero Academia 3,Hari Kurono,,,,,,fictional
Boku no Hero Academia 3,Masaru Bakugou,Mar 15,42,Male,,,fictional
Boku no Hero Academia 3,Kyoutoku Jirou,,,,,,fictional
Boku no Hero Academia 3,Mika Jirou,Feb 16,36,Female,,,fictional
Boku no Hero Academia 3,Melissa Shield,Oct 1,17,Female,,,fictional
Akatsuki no Yona OVA,Yona,Apr 7,,Female,,162,fictional
Akatsuki no Yona OVA,Hak Son,Aug 9,18,Male,,188,fictional
Akatsuki no Yona OVA,Yun,Sep 25,15,Male,,162,fictional
Akatsuki no Yona OVA,Ki-Ja,Apr 6,20,Male,,175,fictional
Akatsuki no Yona OVA,Shin-Ah,Jan 3,18,Male,,180,fictional
Akatsuki no Yona OVA,Jae-Ha,May 4,25,Male,,188,fictional
Akatsuki no Yona OVA,Zeno,Aug 30,17,Male,,166,fictional
Hibike Euphonium,Kohaku Kawashima,,,Female,,,fictional
Hibike Euphonium,Lala Hitomi,,,Female,,,fictional
Hibike Euphonium,Narai Tanabe,,,Male,,,fictional
Hibike Euphonium,Tomoe Kabe,,,Female,,,fictional
Hibike Euphonium,Masako Sakai,,15-16,Female,,,fictional
Hibike Euphonium,Chikai Maki,,15-16,Female,,,fictional
Hibike Euphonium,Miru Kishibe,,16-17,Female,,,fictional
Hibike Euphonium,Michiyo Morimoto,,15-16,Female,,,fictional
Diamond no Ace,Kouichirou Tanba,Apr 10,17,Male,,,fictional
Diamond no Ace,Akira Nagao,,,Male,,,fictional
Diamond no Ace,Itsuki Tadano,Jan 29,,Male,,,fictional
Diamond no Ace,Wakana Aotsuki,May 12,,Female,,,fictional
Diamond no Ace,Kazuma Akiba,Apr 25,,Male,,,fictional
Diamond no Ace,Takeru Asou,,,Male,,,fictional
Diamond no Ace,Kiyokuni Azuma,,,Male,,,fictional
Diamond no Ace,Takako Fujiwara,May 28,,Female,,,fictional
Diamond no Ace,Yoshimi Hidokoro,,,Male,,,fictional
Diamond no Ace,J. Animal M.,,,Male,,,fictional
Diamond no Ace,Daiki Fukuda,,,Male,,,fictional
Diamond no Ace,Masatoshi Harada,May 11,,Male,,,fictional
Diamond no Ace,Kento Fukui,,,Male,,,fictional
Diamond no Ace,Yousuke Maki,Dec 31,16,Male,,,fictional
Diamond no Ace,Shouji Higasa,Apr 7,17,Male,A,,fictional
Diamond no Ace,Masaaki Kikunaga,,,Male,,,fictional
Diamond no Ace,Wataru Kariba,Oct 26,15,Male,,,fictional
Diamond no Ace,Mamoru Hoshida,,,Male,,,fictional
Diamond no Ace,Keisuke Kobayashi,,,Male,,,fictional
Diamond no Ace,Kengo Kawashima,,17,Male,,,fictional
Diamond no Ace,Fumiya Kusunoki,Jul 27,17,Male,O,,fictional
Diamond no Ace,Masaaki Inamoto,,18,Male,,,fictional
Diamond no Ace,Takahiro Hirakawa,,,Male,,,fictional
Diamond no Ace,Tsubasa Hirai,,18,Male,,,fictional
Diamond no Ace,Sanae Kikukawa,,,Male,,,fictional
Diamond no Ace,Naoyuki Zaizen,Sep 30,17,Male,AB,,fictional
Diamond no Ace,Hideaki Yoshizawa,,18,Male,,,fictional
Diamond no Ace,Hiromi Tachi,,18,Male,,,fictional
Kaze Tachinu,Jirou Horikoshi,,,Male,,,fictional
Kaze Tachinu,Nahoko Satomi,,,,,,fictional
Kaze Tachinu,Kayo Horikoshi,,,,,,fictional
Kaze Tachinu,Hans Castorp,,,,,,fictional
Kaze Tachinu,Caproni,,,,,,fictional
Kaze Tachinu,Kirou Honjou,,,,,,fictional
Kaze Tachinu,Kurokawa,,,,,,fictional
Hidamari Sketch x Honeycomb,Chika,,13,Female,,,fictional
Hidamari Sketch x Honeycomb,Ume,,,,,,fictional
Hidamari Sketch x Honeycomb,Arisawa,,,,,,fictional
Hidamari Sketch x Honeycomb,Nakayama,,,Female,,,fictional
Hidamari Sketch x Honeycomb,Mashiko,,,,,,fictional
Major S4,Shinji Yoshino,,,,,,fictional
Major S4,Christopher Williams,,,,,,fictional
Initial D FOURTH STAGE,Kyoko Iwase,,,,,,fictional
Initial D FOURTH STAGE,Atsuro Kawai,,,,,,fictional
Initial D FOURTH STAGE,Nobuhiko Akiyama,,,,,,fictional
Initial D FOURTH STAGE,Tooru Suetsugu,,,Male,,,fictional
Initial D FOURTH STAGE,Toushiya Joushima,,40,Male,,,fictional
Initial D FOURTH STAGE,Kouzou Hoshino,,40,Male,,,fictional
Fumetsu no Anata e Season 2,Bonchien Nicoli La Tasty Peach Uralis,,,Male,,,fictional
Fumetsu no Anata e Season 2,Hisame,,9-17,Female,,,fictional
Fumetsu no Anata e Season 2,Kahaku,,,Male,,,fictional
Fumetsu no Anata e Season 2,Cyrilla,,,Male,,,fictional
Fumetsu no Anata e Season 2,Torta Uralis,,,Male,,,fictional
Fumetsu no Anata e Season 2,Pocoa Uralis,,,Female,,,fictional
Fumetsu no Anata e Season 2,Oujou,,,Female,,,fictional
Fumetsu no Anata e Season 2,Fen,,,,,,fictional
Fumetsu no Anata e Season 2,Nickson,,,,,,fictional
Fumetsu no Anata e Season 2,Messar Robin Bastar,,,Male,,,fictional
Fumetsu no Anata e Season 2,Kai Renald Roulle,,,Male,,,fictional
Fumetsu no Anata e Season 2,Hylo Rich,,,Male,,,fictional
Fumetsu no Anata e Season 2,Eko,,,Female,,,fictional
Fumetsu no Anata e Season 2,Ushio,,,Female,,,fictional
Fumetsu no Anata e Season 2,Iris no Chichi,,,Male,,,fictional
Fumetsu no Anata e Season 2,Ryoshu,,,Male,,,fictional
Fumetsu no Anata e Season 2,Oumi,,,Female,,,fictional
Fumetsu no Anata e Season 2,Yuiss,,,,,,fictional
Fumetsu no Anata e Season 2,Tesset,,,,,,fictional
Fumetsu no Anata e Season 2,Cam,,,,,,fictional
Fumetsu no Anata e Season 2,Boldoron,,,,,,fictional
Fumetsu no Anata e Season 2,Sarah,,,,,,fictional
Fumetsu no Anata e Season 2,Sebbath,,,Male,,,fictional
Fumetsu no Anata e Season 2,Alme,,,Female,,,fictional
Fumetsu no Anata e Season 2,Uga,,,Male,,,fictional
Tonikaku Kawaii SNS,Nasa Yuzaki,May 5,18,Male,A,,fictional
Tonikaku Kawaii SNS,Tsukasa Yuzaki,Apr 3,16,Female,O,154,fictional
Tonikaku Kawaii SNS,Kaname Arisugawa,,15,Female,,,fictional
Tonikaku Kawaii SNS,Chitose Kaginoji,Oct 20,14,Female,,,fictional
Holo no Graffiti,Sora Tokino,May 15,20,Female,,"September 7 2017
Height",fictional
Holo no Graffiti,Roboco,May 23,17,Female,,"March 4 2018
Height",fictional
Holo no Graffiti,Miko Sakura,Mar 5,18.4 years old,Female,O,"August 1 2018
Height",fictional
Holo no Graffiti,Matsuri Natsuiro,Jul 22,16,Female,,"June 1 2018
Height",fictional
Holo no Graffiti,Fubuki Shirakami,Oct 5,"18 (human years), 102 (fox years)",Female,,"June 1 2018
Height",fictional
Holo no Graffiti,Subaru Oozora,Jul 2,,Female,,"September 16 2018
Height",fictional
Holo no Graffiti,Marine Houshou,Jul 30,17 (second season),Female,,"August 11 2019
Height",fictional
Holo no Graffiti,Mio Ookami,Aug 20,,Female,,"December 7 2018
Height",fictional
Holo no Graffiti,Ayame Nakiri,Dec 13,1500+,Female,,"September 13 2018
Height",fictional
Holo no Graffiti,Pekora Usada,Jan 12,111,Female,,"July 17 2019
Height",fictional
Holo no Graffiti,Korone Inugami,Oct 1,90 (dog years),Female,,"April 13 2019
Height",fictional
Holo no Graffiti,Haato Akai,Aug 10,19,Female,,"June 2 2018
Height",fictional
Holo no Graffiti,Noel Shirogane,Nov 24,18 (+2█ months),Female,,"August 8 2019
Height",fictional
Holo no Graffiti,Rushia Uruha,Jan 22,"16 / 1,600",Female,,"July 18 2019
Height",fictional
Holo no Graffiti,Aqua Minato,Dec 1,,Female,,"August 8 2018
Height",fictional
Holo no Graffiti,Flare Shiranui,Apr 2,221,Female,,"August 7 2019
Height",fictional
Holo no Graffiti,Choco Yuzuki,Feb 14,,Female,,"September 4 2018
Height",fictional
Holo no Graffiti,Mel Yozora,Oct 31,,Female,,"May 13 2018
Height",fictional
