Category,Name,Height,Pro1,pro2
237692,J. McGinn,177.8,gb-sct,Aston Villa,10
237692,V. Vada,175.26,AR,FC Girondins de Bordeaux,10
237692,R. Halliche,187.96,DZ,Moreirense FC,10
237692,L. Marrone,185.42,IT,Hellas Verona,10
237692,G. Cimirot,177.8,BA,Standard de Liège,10
237692,K. Wilczek,185.42,PL,Brøndby IF,10
237692,João Amaral,172.72,PT,Lech Poznań,10
237692,R. Bengtsson,185.42,SE,Malmö FF,10
237692,E. Johansson,193.04,SE,Djurgårdens IF,10
237692,Hélder Lopes,177.8,PT,AEK Athens,10
237692,Serginho,180.34,BR,Kashima Antlers,10
237692,M. Linnes,177.8,NO,Galatasaray SK,10
237692,S. Tibbling,175.26,SE,Brøndby IF,10
237692,S. Simič,187.96,CZ,Milan,10
237692,W. Trapp,172.72,US,Columbus Crew SC,10
237692,N. Radonjić,185.42,RS,Olympique de Marseille,10
237692,M. Sau,170.18,IT,Cagliari,10
237692,J. Schieber,185.42,DE,FC Augsburg,10
237692,Botía,187.96,ES,Al Hilal,10
237692,W. Kanon,187.96,CI,ADO Den Haag,10
237692,Amilton,172.72,BR,CD Aves,10
237692,J. Ito,175.26,JP,Kashiwa Reysol,10
237692,Edgar Badía,180.34,ES,CF Reus Deportiu,10
237692,N. Penneteau,185.42,FR,Sporting de Charleroi,10
237692,V. Lazaro,177.8,AT,Hertha BSC,10
237692,V. Wormgoor,187.96,NL,SK Brann,10
237692,A. Hunou,175.26,FR,Stade Rennais FC,10
237692,L. Gamba,170.18,AR,Club Atlético Huracán,10
237692,Kim Seung Joon,180.34,KR,Ulsan Hyundai FC,10
237692,R. Krhin,187.96,SI,FC Nantes,10
237692,J. Herrera,182.88,CL,Universidad de Chile,10
237692,B. Stancu,182.88,RO,Bursaspor,10
237692,A. Tashaev,177.8,RU,Spartak Moscow,10
237692,M. Frantz,182.88,DE,SC Freiburg,10
237692,R. Bezus,185.42,UA,Sint-Truidense VV,10
237692,Shin Hwa Yong,182.88,KR,Suwon Samsung Bluewings,10
237692,R. Genevois,182.88,HT,Stade Malherbe Caen,10
237692,M. Degenek,187.96,AU,,10
237692,Oswaldito Cuba,170.18,BR,Chapecoense,10
237692,C. Rigamonti,187.96,AR,Belgrano de Córdoba,10
237692,Wallace,182.88,BR,Göztepe SK,10
237692,J. Kovařík,182.88,CZ,Viktoria Plzeň,10
237692,Douglas Luiz,177.8,BR,Girona FC,10
237692,V. Torosidis,182.88,GR,Olympiacos CFP,10
237692,N. Isimat-Mirin,187.96,FR,PSV,10
237692,Rúben Ferreira,182.88,PT,Clube Sport Marítimo,10
237692,L. Gil,170.18,AR,Rosario Central,10
237692,P. Diop,180.34,ES,Olympique Lyonnais,10
237692,Z. Machach,182.88,FR,Carpi,10
237692,M. Bettinelli,193.04,GB,Fulham,10
237692,A. Peñaranda,185.42,VE,Watford,10
237692,K. Frei,170.18,TR,Medipol Başakşehir FK,10
237692,Sergi Samper,182.88,ES,FC Barcelona,10
237692,R. Lod,180.34,FI,Real Sporting de Gijón,10
237692,H. Saivet,175.26,SN,Bursaspor,10
237692,A. Regattin,165.1,MA,Akhisar Belediyespor,10
237692,Mauro Cildinho,172.72,BR,Sport Club do Recife,10
237692,J. Ikoko,177.8,cg,En Avant de Guingamp,10
237692,P. Chavarría,185.42,AR,Stade de Reims,10
237692,R. Bennett,187.96,GB,Wolverhampton Wanderers,10
237692,K. Hansen,182.88,DK,FC Midtjylland,10
237692,S. Gürler,175.26,TR,SD Huesca,10
237692,D. Dainelli,190.5,IT,Livorno,10
237692,M. Mantovani,182.88,AR,UD Las Palmas,10
237692,A. Zeneli,175.26,XK,SC Heerenveen,10
237692,João Carvalho,170.18,PT,Nottingham Forest,10
237692,N. Barazite,187.96,NL,Yeni Malatyaspor,10
237692,M. Aguirregaray,177.8,UY,Al Fateh,10
237692,A. Ricaurte,182.88,CO,Independiente Medellín,10
237692,D. Randolph,187.96,IE,Middlesbrough,10
237692,Omar Ramos,175.26,ES,Real Oviedo,10
237692,D. Jensen,195.58,DK,FC Utrecht,10
237692,J. Duque,175.26,CO,Millonarios FC,10
237692,E. Reynoso,175.26,AR,Boca Juniors,10
237692,J. Elez,187.96,HR,Hannover 96,10
237692,J. Gutiérrez,182.88,AR,Defensa y Justicia,10
237692,M. Leye,182.88,SN,Royal Excel Mouscron,10
237692,K. Naughton,180.34,GB,Swansea City,10
237692,Caio Secco,193.04,BR,CD Feirense,10
237692,B. Bianchi,182.88,AR,Atlético Tucumán,10
237692,E. Barco,167.64,AR,Atlanta United,10
237692,T. Leistner,190.5,DE,Queens Park Rangers,10
237692,R. Kishna,182.88,NL,ADO Den Haag,10
237692,F. Bachirou,170.18,KM,Malmö FF,10
237692,K. Rezaei,182.88,IR,Club Brugge KV,10
237692,D. Vukovic,187.96,AU,KRC Genk,10
237692,R. Nouri,177.8,FR,AC Ajaccio,10
237692,J. Gómez,172.72,AR,Club Atlético Lanús,10
237692,Y. Gouffran,175.26,FR,Göztepe SK,10
237692,Manu García,170.18,ES,Toulouse Football Club,10
237692,I. Köybaşı,177.8,TR,Fenerbahçe SK,10
237692,Juan Villar,182.88,ES,CA Osasuna,10
237692,Y. Namli,180.34,DK,PEC Zwolle,10
237692,G. Blanco,190.5,AR,Málaga CF,10
237692,A. Ramos,185.42,CO,Granada CF,10
237692,M. Jedinák,187.96,AU,Aston Villa,10
237692,M. Rybus,172.72,PL,Lokomotiv Moscow,10
237692,J. Barroso,175.26,AR,Colo-Colo,10
237692,A. Cohen,170.18,IL,FC Ingolstadt 04,10
237692,B. Raman,172.72,BE,Fortuna Düsseldorf,10
237692,A. McGeady,177.8,IE,Sunderland,10
237692,B. Reid,170.18,GB,Cardiff City,10
237692,Hervías,175.26,ES,SD Eibar,10
237692,L. Pocrnjic,190.5,AR,Club Atlético Aldosivi,10
237692,S. Ingason,187.96,IS,,10
237692,T. Heurtaux,182.88,FR,MKE Ankaragücü,10
237692,G. Wikheim,182.88,NO,FC Midtjylland,10
237692,Valdivia,177.8,BR,Al Ittihad,10
237692,S. Cáseres,177.8,AR,Villarreal CF,10
237692,A. Gunnarsson,177.8,IS,Cardiff City,10
237692,L. Hinterseer,193.04,AT,VfL Bochum 1848,10
237692,S. Peeters,187.96,BE,Stade Malherbe Caen,10
237692,U. Agbo,185.42,NG,Standard de Liège,10
237692,D. Luckassen,185.42,NL,Hertha BSC,10
237692,M. Terrier,182.88,FR,Olympique Lyonnais,10
237692,Marcos Guilherme,170.18,BR,Al Wehda,10
237692,T. Parker,187.96,US,New York Red Bulls,10
237692,A. Lookman,175.26,GB,Everton,10
237692,P. Mouche,177.8,AR,San Lorenzo de Almagro,10
237692,A. Rosina,170.18,IT,US Salernitana 1919,10
237692,B. Bannan,170.18,gb-sct,Sheffield Wednesday,10
237692,Édundo Oliveira,182.88,BR,Cruzeiro,10
237692,Guilherme,175.26,BR,Yeni Malatyaspor,10
237692,A. Solari,175.26,AR,Racing Club,10
237692,H. Barnes,175.26,GB,West Bromwich Albion,10
237692,V. Coufal,175.26,CZ,SK Slavia Praha,10
237692,S. Di Carmine,187.96,IT,Hellas Verona,10
237692,C. Roldan,172.72,US,Seattle Sounders FC,10
237692,F. Lemoine,175.26,FR,FC Lorient,10
237692,Djalma,177.8,AO,Alanyaspor,10
237692,D. Lukebakio,187.96,BE,Fortuna Düsseldorf,10
237692,Y. Benalouane,185.42,TN,Leicester City,10
237692,L. Pisculichi,175.26,AR,Argentinos Juniors,10
237692,Edinho,182.88,PT,CD Feirense,10
237692,Paolito Serra,190.5,BR,Botafogo,10
237692,J. Fleck,170.18,gb-sct,Sheffield United,10
237692,L. Rosić,190.5,RS,SC Braga,10
237692,F. Soldano,177.8,AR,Unión de Santa Fe,10
237692,A. Hansen,187.96,NO,Rosenborg BK,10
237692,V. García,177.8,VE,Vitória Guimarães,10
237692,F. Sánchez,175.26,AR,Estudiantes de La Plata,10
237692,C. Carmona,172.72,CL,Colo-Colo,10
237692,B. Sigurðarson,185.42,IS,,10
204542,Y. Yotún,172.72,PE,Sporting Cristal,111013
204542,G. Zardes,185.42,US,Columbus Crew SC,111013
204542,J. Ménez,182.88,FR,Club América,111013
204542,S. Prediger,182.88,AR,Club Atlético Tigre,111013
204542,A. Webster,190.5,GB,Bristol City,111013
204542,I. Damonte,175.26,AR,Club Atlético Huracán,111013
204542,A. Dioussé,175.26,SN,AS Saint-Étienne,111013
204542,Laure,170.18,ES,AD Alcorcón,111013
204542,N. Karelis,172.72,GR,PAOK,111013
204542,Vesga,190.5,ES,CD Leganés,111013
204542,V. Jovanović,187.96,RS,FC Girondins de Bordeaux,111013
204542,J. Filipović,190.5,HR,Sporting Lokeren,111013
204542,J. Cuevas,160.02,AR,CD Everton de Viña del Mar,111013
204542,Rober Ibáñez,177.8,ES,Getafe CF,111013
204542,J. Zmrhal,187.96,CZ,SK Slavia Praha,111013
204542,J. Murphy,177.8,GB,Newcastle United,111013
204542,D. Siovas,193.04,GR,CD Leganés,111013
204542,J. Pohjanpalo,182.88,FI,Bayer 04 Leverkusen,111013
204542,R. Pierre-Gabriel,177.8,FR,AS Monaco,111013
204542,H. Droguett,172.72,CL,CD Universidad de Concepción,111013
204542,B. Corgnet,177.8,FR,RC Strasbourg Alsace,111013
204542,A. Benali,172.72,LY,Crotone,111013
204542,V. Ibarbo,187.96,CO,Sagan Tosu,111013
204542,F. Boulaya,177.8,DZ,FC Metz,111013
204542,A. Blin,182.88,FR,Amiens SC,111013
204542,H. Aleesami,182.88,NO,Palermo,111013
204542,J. Kenny,175.26,GB,Everton,111013
241671,D. Livaković,187.96,HR,Dinamo Zagreb,211
241671,R. Koolwijk,193.04,NL,Excelsior,211
241671,B. Parker,170.18,ZA,Kaizer Chiefs,211
241671,K. Omeruo,185.42,NG,CD Leganés,211
241671,G. Letizia,172.72,IT,Benevento,211
241671,D. Dessoleil,187.96,BE,Sporting de Charleroi,211
241671,C. Nørgaard,187.96,DK,Fiorentina,211
241671,Manu Del Moral,185.42,ES,Gimnàstic de Tarragona,211
241671,A. Cordaz,187.96,IT,Crotone,211
241671,J. Correa,170.18,AR,Clube Sport Marítimo,211
241671,M. Morishige,182.88,JP,FC Tokyo,211
241671,Bruno Tabata,175.26,BR,Portimonense SC,211
241671,I. Mboyo,185.42,BE,KV Kortrijk,211
241671,P. Kasami,187.96,CH,FC Sion,211
241671,S. Montoya,172.72,CO,Millonarios FC,211
241671,T. Aoyama,175.26,JP,Sanfrecce Hiroshima,211
241671,João Félix,180.34,PT,SL Benfica,211
241671,H. Diallo,185.42,SN,FC Metz,211
241671,Bruno Lamas,175.26,BR,Santa Clara,211
241671,P. Gerkens,177.8,BE,RSC Anderlecht,211
241671,G. Di Lorenzo,182.88,IT,Empoli,211
241671,S. Sam,175.26,DE,VfL Bochum 1848,211
241671,B. Kayal,177.8,IL,Brighton & Hove Albion,211
241671,Wellington Nem,165.1,BR,Shakhtar Donetsk,211
241671,A. Johansson,182.88,SE,IFK Norrköping,211
241671,Jon Bautista,180.34,ES,Real Sociedad,211
241671,E. Mulder,193.04,NL,Swansea City,211
241671,Isaías,172.72,ES,Adelaide United,211
241671,D. Bessa,177.8,IT,Genoa,211
241671,K. Karaman,187.96,TR,Fortuna Düsseldorf,211
241671,A. Malarz,187.96,PL,Legia Warszawa,211
241671,C. Carbonero,177.8,CO,Deportivo Cali,211
241671,Naranjo,185.42,ES,CD Tenerife,211
241671,J. Ruddy,193.04,GB,Wolverhampton Wanderers,211
241671,T. Barnetta,177.8,CH,FC St. Gallen,211
241671,A. Jóhannsson,182.88,US,SV Werder Bremen,211
241671,M. Murillo,182.88,PA,New York Red Bulls,211
241671,Patric,182.88,ES,Lazio,211
241671,O. El Hajjam,180.34,MA,Amiens SC,211
241671,M. Lehmann,177.8,DE,1. FC Köln,211
241671,F. Ceccherini,187.96,IT,Fiorentina,211
241671,N. Aguirre,180.34,AR,Granada CF,211
241671,R. Bauer,182.88,DE,1. FC Nürnberg,211
241671,Otávinho Vila,175.26,BR,Cruzeiro,211
241671,A. Mendy,182.88,FR,FC Girondins de Bordeaux,211
241671,D. Malen,177.8,NL,PSV,211
241671,V. Granat,182.88,RU,,211
241671,P. Aránguiz,172.72,CL,FC Dallas,211
241671,Sandelas Júnior,182.88,BR,Santos,211
241671,O. Hawsawi,187.96,SA,Al Wehda,211
241671,F. Silva,177.8,CL,Independiente,211
241671,B. Carrasco,172.72,CL,Tiburones Rojos de Veracruz,211
241671,J. Schunke,193.04,AR,Estudiantes de La Plata,211
241671,S. Ujkani,187.96,XK,Çaykur Rizespor,211
241671,G. Castellani,182.88,AR,Atlético Nacional,211
241671,L. Jiménez,182.88,CL,CD Palestino,211
241671,Dener,185.42,BR,Portimonense SC,211
241671,M. Flekken,193.04,NL,SC Freiburg,211
241671,Pedro Nuno,175.26,PT,Moreirense FC,211
241671,D. Kamada,182.88,JP,Sint-Truidense VV,211
241671,N. Bendtner,193.04,DK,Rosenborg BK,211
241671,Lee Chang Min,177.8,KR,Jeju United FC,211
241671,João Pedro,177.8,BR,FC Porto,211
241671,M. Bakakis,175.26,GR,AEK Athens,211
241671,Zeng Cheng,190.5,CN,Guangzhou Evergrande Taobao FC,211
241671,M. James,180.34,GB,Leicester City,211
241671,G. Vural,177.8,TR,Akhisar Belediyespor,211
241671,M. Pérez,182.88,CO,Deportes Tolima,211
241671,T. Chery,170.18,NL,Kayserispor,211
241671,D. Milićević,172.72,BA,KAS Eupen,211
241671,G. McAuley,190.5,GB-NIR,Rangers FC,211
241671,M. Barrow,175.26,GM,Reading,211
241671,A. Scholz,187.96,DK,FC Midtjylland,211
241671,Timo Triano,175.26,BR,Botafogo,211
241671,A. Elmohamady,182.88,EG,Aston Villa,211
241671,Lucas Piazon,182.88,BR,Chelsea,211
241671,C. Baeza,170.18,CL,Colo-Colo,211
241671,Kim Min Jae,187.96,KR,Jeonbuk Hyundai Motors,211
241671,Fábio Pacheco,180.34,PT,Moreirense FC,211
241671,A. Maher,175.26,NL,AZ Alkmaar,211
241671,J. Akpa Akpro,180.34,CI,US Salernitana 1919,211
241671,M. Frey,187.96,CH,Fenerbahçe SK,211
241671,S. Vittor,187.96,AR,CD Universidad de Concepción,211
241671,Romarinho,175.26,BR,Al Ittihad,211
241671,B. Srarfi,175.26,TN,OGC Nice,211
241671,D. Khocholava,193.04,GE,Shakhtar Donetsk,211
241671,C. Puggioni,187.96,IT,Benevento,211
241671,T. Necid,190.5,CZ,ADO Den Haag,211
241671,T. Lees,185.42,GB,Sheffield Wednesday,211
241671,L. Castro,182.88,CO,Kaizer Chiefs,211
241671,P. Cissé,198.12,SN,Olympiacos CFP,211
241671,Pimentiscinho,177.8,BR,Vitória,211
241671,E. Stevens,182.88,IE,Sheffield United,211
241671,Aitor,182.88,ES,Levante UD,211
241671,I. Hayden,185.42,GB,Newcastle United,211
241671,R. Strieder,175.26,DE,FC Utrecht,211
241671,R. Noir,175.26,AR,Atlético Tucumán,211
241671,Juankar,177.8,ES,Málaga CF,211
241671,Brandon Thomas,172.72,ES,CA Osasuna,211
241671,J. Bijlow,190.5,NL,Feyenoord,211
241671,H. Wilson,172.72,gb-wls,Derby County,211
241671,A. González,170.18,AR,Godoy Cruz,211
241671,C. Jean,170.18,FR,Toulouse Football Club,211
241671,T. Adams,175.26,US,New York Red Bulls,211
241671,O. Zahustel,187.96,CZ,Sparta Praha,211
241671,Casadesús,180.34,ES,AD Alcorcón,211
241671,T. Moulin,175.26,FR,MKE Ankaragücü,211
241671,D. Riascos,180.34,CO,Dalian YiFang FC,211
241671,B. Osborn,175.26,GB,Nottingham Forest,211
241671,Vieiraldo Junior,180.34,BR,Sport Club do Recife,211
241671,P. Billing,198.12,DK,Huddersfield Town,211
241671,E. Ponce,177.8,AR,AEK Athens,211
241671,Enzo Merques,187.96,BR,Internacional,211
241671,Rômulo Calsede,180.34,BR,Atlético Mineiro,211
241671,Marlion Simões,180.34,BR,Ceará Sporting Club,211
241671,Jota,180.34,ES,Birmingham City,211
241671,Pedro Tiba,175.26,PT,Lech Poznań,211
241671,M. Torsiglieri,190.5,AR,Club Atlético Lanús,211
241671,D. Maietta,182.88,IT,Empoli,211
241671,E. Özgenç,177.8,TR,MKE Ankaragücü,211
241671,D. Buitrago,177.8,CO,América de Cali,211
241671,C. Peralta,177.8,CO,La Equidad,211
241671,A. Walke,187.96,DE,FC Red Bull Salzburg,211
241671,R. Thelander,190.5,DK,Vitesse,211
241671,E. Unsain,187.96,AR,Defensa y Justicia,211
241671,Jorge Pombo,172.72,ES,Real Zaragoza,211
241671,Porphirinho,177.8,BR,Chapecoense,211
241671,L. Cabrera,187.96,UY,Getafe CF,211
241671,G. Núñez,180.34,AR,Atlético Tucumán,211
241671,E. Berggreen,193.04,DK,1. FSV Mainz 05,211
241671,E. Lamanna,187.96,IT,Spezia,211
241671,K. Kusk,180.34,DK,Aalborg BK,211
241671,R. Espinoza,180.34,HN,Sporting Kansas City,211
241671,J. Bahebeck,182.88,FR,FC Utrecht,211
241671,C. Marshall,193.04,US,Seattle Sounders FC,211
241671,Z. Ferhat,180.34,DZ,Le Havre AC,211
241671,M. Pack,187.96,GB,Bristol City,211
241671,P. Lasogga,187.96,DE,Hamburger SV,211
241671,D. Verde,167.64,IT,Real Valladolid CF,211
241671,Alessinito,182.88,BR,Ceará Sporting Club,211
241671,J. Nsame,187.96,CM,BSC Young Boys,211
241671,A. Fransson,180.34,SE,IFK Norrköping,211
241671,J. Babin,180.34,FR,Real Sporting de Gijón,211
241671,L. Suárez,167.64,AR,Real Valladolid CF,211
241671,R. Shotton,190.5,GB,Middlesbrough,211
241671,Rafa Soares,177.8,PT,Vitória Guimarães,211
241671,J. Galván,177.8,AR,Club Atlético Colón,211
241671,V. Belec,193.04,SI,Sampdoria,211
241671,T. Lawrence,180.34,gb-wls,Derby County,211
241671,M. Sobottka,185.42,DE,Fortuna Düsseldorf,211
241671,A. Farías,177.8,AR,CD Palestino,211
241671,F. Gaibor,177.8,EC,Independiente,211
241671,Rafael Leão,187.96,PT,LOSC Lille,211
241671,Fernandinho,170.18,BR,Chongqing Dangdai Lifan FC SWM Team,211
241671,P. Crouch,200.66,GB,Stoke City,211
241671,S. Adegbenro,177.8,NG,Rosenborg BK,211
241671,E. Martínez,193.04,AR,Arsenal,211
241671,Roberto Torres,177.8,ES,CA Osasuna,211
241671,N. De la Cruz,167.64,UY,River Plate,211
241671,Rúben Micael,175.26,PT,Vitória de Setúbal,211
241671,S. Koroki,175.26,JP,Urawa Red Diamonds,211
241671,C. Medjani,182.88,DZ,Sivasspor,211
241671,M. Makola,172.72,ZA,Orlando Pirates,211
241671,D. Sinkgraven,177.8,NL,Ajax,211
241671,F. Romagna,185.42,IT,Cagliari,211
241671,Kiko Olivas,187.96,ES,Real Valladolid CF,211
241671,I. Balliu,172.72,AL,FC Metz,211
241671,T. Pledl,172.72,DE,FC Ingolstadt 04,211
241671,Leordinho Paes,180.34,BR,Santos,211
241671,A. Tuanzebe,185.42,GB,Aston Villa,211
241671,R. Wolf,190.5,DE,Fortuna Düsseldorf,211
241671,L. Abecasis,175.26,AR,Godoy Cruz,211
241671,P. Kunde Malong,180.34,CM,1. FSV Mainz 05,211
241671,Y. Orozco,167.64,VE,Deportes Tolima,211
241671,A. Bouzat,170.18,AR,Vélez Sarsfield,211
241671,L. Mothiba,182.88,ZA,RC Strasbourg Alsace,211
241671,A. Rojas,175.26,AR,San Lorenzo de Almagro,211
241671,R. Walter,175.26,FR,OGC Nice,211
241671,S. Gakpé,177.8,TG,KSV Cercle Brugge,211
241671,Joselu,175.26,ES,Real Oviedo,211
241671,Angulo,180.34,ES,Górnik Zabrze,211
241671,Ricardo Valente,180.34,PT,Clube Sport Marítimo,211
241671,M. Kean,182.88,IT,Juventus,211
241671,S. Dioudis,187.96,GR,Panathinaikos FC,211
241671,S. Pellissier,175.26,IT,Chievo Verona,211
241671,B. Afobe,182.88,cg,Stoke City,211
241671,C. Gytkjær,185.42,DK,Lech Poznań,211
241671,Kim Jin Su,177.8,KR,Jeonbuk Hyundai Motors,211
241671,A. Cerri,193.04,IT,Cagliari,211
241671,F. Hübner,193.04,DE,1. FC Union Berlin,211
241671,R. Strebinger,193.04,AT,SK Rapid Wien,211
241671,A. Çalık,182.88,TR,Galatasaray SK,211
241671,J. Ledley,182.88,gb-wls,Derby County,211
241671,A. Mobara,175.26,ZA,Orlando Pirates,211
241671,V. Găman,190.5,RO,Al Shabab,211
241671,Hao Junmin,177.8,CN,Shandong Luneng TaiShan FC,211
241671,L. Aued,182.88,AR,Universidad Católica,211
241671,C. Molinaro,182.88,IT,Frosinone,211
241671,S. Medina,180.34,CO,Monterrey,211
241671,K. Diks,185.42,NL,Fiorentina,211
241671,A. Büyük,177.8,TR,Yeni Malatyaspor,211
241671,Guitián,180.34,ES,Real Zaragoza,211
241671,C. Christie,187.96,IE,Fulham,211
241671,R. Žulj,187.96,AT,1. FC Union Berlin,211
241671,João Afonso,187.96,PT,Vitória Guimarães,211
241671,S. Decarli,187.96,CH,Club Brugge KV,211
241671,R. McCormack,175.26,gb-sct,Central Coast Mariners,211
241671,B. Trawally,185.42,GM,Guizhou Hengfeng FC,211
241671,R. Danzé,182.88,FR,Stade Rennais FC,211
241671,Hwang Hee Chan,177.8,KR,Hamburger SV,211
241671,S. Coopman,182.88,BE,KV Oostende,211
241671,S. Perica,193.04,HR,Frosinone,211
241671,A. Mena,167.64,EC,Cruz Azul,211
241671,Rubén García,170.18,ES,CA Osasuna,211
241671,Jairinhazo,170.18,BR,Sport Club do Recife,211
241671,Diogo Dalot,182.88,PT,Manchester United,211
241671,Pedro Sánchez,175.26,ES,Deportivo de La Coruña,211
241671,P. Arajuuri,193.04,FI,Brøndby IF,211
241671,Álex Fernández,180.34,ES,Cádiz CF,211
241671,Jessé Ledeiro,175.26,BR,Cruzeiro,211
241671,T. Torun,175.26,TR,Bursaspor,211
241671,J. Windass,175.26,GB,Wigan Athletic,211
241671,T. Romanczuk,185.42,PL,Jagiellonia Białystok,211
241671,K. Pedersen,190.5,DK,Birmingham City,211
241671,L. Carole,182.88,FR,RC Strasbourg Alsace,211
241671,F. Al Muwallad,170.18,SA,Al Ittihad,211
241671,S. van de Streek,182.88,NL,FC Utrecht,211
241671,Renato Santos,175.26,PT,Málaga CF,211
241671,Àngel Rangel,177.8,ES,Queens Park Rangers,211
241671,L. Reyes,180.34,MX,Club América,211
241671,K. Letica,200.66,HR,Club Brugge KV,211
241671,C. Brunt,185.42,GB-NIR,West Bromwich Albion,211
241671,I. Mbenza,187.96,BE,Huddersfield Town,211
241671,A. Castro,182.88,AR,San Lorenzo de Almagro,211
241671,O. Nyland,193.04,NO,Aston Villa,211
241671,M. Iori,182.88,IT,Cittadella,211
241671,D. Pavelka,185.42,CZ,Kasimpaşa SK,211
241671,R. Keogh,187.96,IE,Derby County,211
241671,Adrián Burnabão,175.26,BR,Botafogo,211
241671,F. Sammaritano,162.56,FR,Dijon FCO,211
241671,J. Fernández,170.18,AR,Rosario Central,211
241671,Munir,190.5,MA,Málaga CF,211
241671,J. Nieto,177.8,CO,Once Caldas,211
241671,Carlos Fernández,185.42,ES,Deportivo de La Coruña,211
241671,S. Mosquera,167.64,CO,FC Dallas,211
241671,J. Pereira,182.88,MX,Guadalajara,211
241671,Jorge Carvallinho,187.96,BR,Botafogo,211
241671,R. Řezník,182.88,CZ,Viktoria Plzeň,211
241671,Y. Mulumbu,175.26,cg,Celtic,211
241671,A. Esswein,182.88,DE,Hertha BSC,211
241671,L. Boyé,180.34,AR,AEK Athens,211
241671,J. van Overeem,180.34,NL,FC Utrecht,211
241671,M. Mahi,180.34,MA,FC Groningen,211
241671,D. Henderson,190.5,GB,Sheffield United,211
241671,I. Lewczuk,187.96,PL,FC Girondins de Bordeaux,211
241671,F. Kroos,182.88,DE,1. FC Union Berlin,211
241671,F. Quignon,177.8,AR,Club Atlético Lanús,211
241671,D. N'Dinga,180.34,CG,Sivasspor,211
241671,Welinton,180.34,BR,Alanyaspor,211
241671,L. Jiménez,185.42,CO,Club Atlas,211
241671,N. Mushekwi,187.96,ZW,Dalian YiFang FC,211
241671,J. Jugas,187.96,CZ,SK Slavia Praha,211
241671,Claiton,187.96,BR,US Cremonese,211
241671,G. Zusi,177.8,US,Sporting Kansas City,211
241671,J. Mauri,170.18,IT,Milan,211
241671,L. Sigali,180.34,AR,Racing Club,211
241671,I. Seck,193.04,SN,KRC Genk,211
241671,D. Gonzo,175.26,PY,,211
241671,Su Boyang,185.42,CN,Guizhou Hengfeng FC,211
241671,L. Caldirola,187.96,IT,SV Werder Bremen,211
241671,G. Hauche,167.64,AR,Millonarios FC,211
241671,B. Hrgota,185.42,SE,Eintracht Frankfurt,211
241671,D. Morales,172.72,AR,Club Atlético Tigre,211
241671,M. Milligan,177.8,AU,Hibernian,211
241671,D. Čop,182.88,HR,Real Valladolid CF,211
241671,A. Andrade,177.8,CO,Club Atlas,211
241671,F. Ricci,175.26,IT,Benevento,211
241671,A. Ömür,167.64,TR,Trabzonspor,211
241671,M. Erdinç,180.34,TR,Antalyaspor,211
241671,D. Zabala,172.72,UY,Unión de Santa Fe,211
241671,R. Canouse,177.8,US,DC United,211
241671,A. Hoffmann,190.5,DE,Fortuna Düsseldorf,211
241671,J. Mattheij,190.5,NL,Excelsior,211
241671,M. Sprocati,172.72,IT,Parma,211
241671,J. Torres Nilo,180.34,MX,Tigres U.A.N.L.,211
241671,D. Kombarov,182.88,RU,Spartak Moscow,211
241671,R. Métanire,177.8,MG,Stade de Reims,211
241671,João Schmidt,182.88,BR,Rio Ave FC,211
241671,H. Palacios,175.26,CO,Atlético Nacional,211
241671,Gao Lin,185.42,CN,Guangzhou Evergrande Taobao FC,211
241671,A. Gerndt,182.88,SE,FC Lugano,211
241671,H. Bandé,177.8,BF,Ajax,211
241671,E. Jakupović,190.5,CH,Leicester City,211
241671,L. Ardente,187.96,AR,San Martín de San Juan,211
241671,S. Koç,177.8,DE,Çaykur Rizespor,211
241671,E. Andersen,180.34,NO,Strømsgodset IF,211
241671,E. Insúa,182.88,AR,Panathinaikos FC,211
241671,Simy,198.12,NG,Crotone,211
241671,G. Angella,187.96,IT,Sporting de Charleroi,211
241671,Felipe,170.18,BR,Vancouver Whitecaps FC,211
241671,J. Correa,187.96,AR,Club Atlético Colón,211
241671,F. Coloccini,182.88,AR,San Lorenzo de Almagro,211
241671,S. Frei,190.5,US,Seattle Sounders FC,211
241671,F. Ceravolo,180.34,IT,Parma,211
241671,F. Eboa Eboa,185.42,CM,En Avant de Guingamp,211
241671,A. Abedzadeh,185.42,IR,Clube Sport Marítimo,211
241671,S. Gustafson,185.42,SE,FC Utrecht,211
241671,A. Tello,180.34,CO,Benevento,211
241671,O. Hurmacı,175.26,TR,BB Erzurumspor,211
241671,R. Gutiérrez,177.8,CL,CD Palestino,211
