name,gender,height,category,subcat1,subcat2,extras
tanya chisholm,f,160.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1983-07-01', 'deathDate': None}"
tanya reynolds,f,177.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1991-11-04', 'deathDate': None}"
tanya tate,f,168.0,Celebrity,Porn Star,born,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tara buck,f,164.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tara d&apos;souza,f,168.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tara deshpande,f,170.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1975-12-09', 'deathDate': None}"
tara fitzgerald,f,165.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tara holt,f,184.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tara lee,f,168.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tara summers,f,170.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tara sutaria,f,163.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1995-11-19', 'deathDate': None}"
tara thompson,f,152.0,Celebrity,singer,country,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tara westwood,f,173.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tarjei sandvik moe,m,185.0,Celebrity,Actor,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1999-05-24', 'deathDate': None}"
taron egerton,m,175.0,Celebrity,Actor,movie,"{'net_worth': 6000000.0, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tarun arora,m,178.0,Celebrity,Actor,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1979-06-14', 'deathDate': None}"
tasie lawrence,f,157.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1990-12-22', 'deathDate': None}"
tati gabrielle,f,170.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1996-01-25', 'deathDate': None}"
tava smiley,f,168.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1971-10-19', 'deathDate': None}"
tavi gevinson,f,152.0,Celebrity,journalist,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tawny cypress,f,168.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1976-08-08', 'deathDate': None}"
tawny newsome,f  ,177.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1983-02-24', 'deathDate': None}"
taylor cole,f,171.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
taylor dye,f,159.0,Celebrity,singer,country,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1995-09-18', 'deathDate': None}"
taylor hickson,f,171.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1997-12-11', 'deathDate': None}"
taylor kalupa,f,173.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
taylor misiak,f,168.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
taylor ortega,f,178.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
taylor rouviere,f,164.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1997-01-21', 'deathDate': None}"
taylor russell,f,162.0,Celebrity,movies,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
taylor sheridan,m,174.0,Celebrity,Actor,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
taylour paige,f,164.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1990-10-05', 'deathDate': None}"
teagan croft,f,160.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '2004-04-23', 'deathDate': None}"
ted cassidy,m,203.0,Celebrity,Actor,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1932-07-31', 'deathDate': '1979-01-16'}"
ted cruz,m,178.0,Celebrity,politician,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1970-12-22', 'deathDate': None}"
ted king,m,182.0,Celebrity,Actor,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
ted markland,m,193.0,Celebrity,Actor,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1933-01-15', 'deathDate': '2011-12-18'}"
tehmina sunny,f,170.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tembi locke,f,163.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1970-07-26', 'deathDate': None}"
tempany deckert,f,169.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
terence cooper,m,184.0,Celebrity,Actor,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1933-07-05', 'deathDate': '1997-09-16'}"
terence maynard,m,180.0,Celebrity,Actor,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
teresa graves,f,179.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
teresa ruiz,f,160.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
teresa wright,f,156.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
teressa liane,f,164.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
teri reeves,f,170.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
teri wyble,f,165.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1985-03-23', 'deathDate': None}"
terrence jenkins,m,176.0,Celebrity,Actor,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1982-04-21', 'deathDate': None}"
terri conn,f,159.0,Celebrity,Actress,soap,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1975-01-28', 'deathDate': None}"
terri garber,f,170.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
terri ivens,f,158.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
terri j. vaughn,f,168.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1969-10-16', 'deathDate': None}"
terri seymour,f,173.0,Celebrity,show,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
terry chen,m,174.0,Celebrity,Actor,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
terry farrell,f,182.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
terry moore,m,155.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
terry nutkins,m,188.0,Celebrity,Actor,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
terry wogan,m,183.0,Celebrity,host,radio,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1938-08-03', 'deathDate': '2016-01-31'}"
tess daly,f,174.0,Celebrity,show,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1969-03-29', 'deathDate': None}"
tess haubrich,f,180.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tessa brooks,f,164.0,Celebrity,star,youtube,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tessa ferrer,f,170.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1986-03-30', 'deathDate': None}"
tessa james,f,163.0,Celebrity,Actress,soap,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tessa violet,f,177.0,Celebrity,star,youtube,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tessa wyatt,f,160.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1948-04-23', 'deathDate': None}"
tessanne chin,f,167.0,Celebrity,singer,reggae,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
thalia,f,164.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
thandiwe newton,f,161.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1972-11-06', 'deathDate': None}"
the kid laroi,m,180.0,Celebrity,Rapper,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
the notorious b.i.g.,m,188.0,Celebrity,Music Artist,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1972-05-21', 'deathDate': '1997-03-09'}"
the ready set,m,166.0,Celebrity,singer,pop,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
thea gill,f,176.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1970-04-05', 'deathDate': None}"
theda bara,f,168.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1885-07-29', 'deathDate': '1955-04-07'}"
thekla reuten,f,169.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1975-09-16', 'deathDate': None}"
thelma ritter,f,155.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1902-02-14', 'deathDate': '1969-02-05'}"
thelma todd,f,163.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1906-07-29', 'deathDate': '1935-12-16'}"
theresa may,f,173.0,Celebrity,politician,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1956-10-01', 'deathDate': None}"
therica wilson-read,f,159.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
thibaut courtois,m,199.0,Celebrity,Soccer,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1992-05-11', 'deathDate': None}"
thomas barbusca,m,175.0,Celebrity,Actor,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '2003-03-03', 'deathDate': None}"
thomas beaudoin,m,184.0,Celebrity,Actor,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1981-08-21', 'deathDate': None}"
