name,net_worth,gender,nationality,birthday,age,is_alive,death,birthDate,deathDate,category,height
nicole richie,25000000.0,female,us,1981-09-21,41.0,1.0,,,,'singer',155.0
niecy nash,4000000.0,female,us,1970-02-23,53.0,1.0,,,,'actor',163.0
nigel benn,20000000.0,male,gb,1964-01-22,59.0,1.0,,,,'professional_boxer',177.0
nigel farage,4000000.0,male,gb,1964-04-03,59.0,1.0,,,,'politician',
nigella lawson,20000000.0,female,gb,1960-01-06,63.0,1.0,,,,'presenter',170.00000000000003
nigel harman,5000000.0,male,gb,1973-08-11,49.0,1.0,,,,'actor',178.0
nik kershaw,20000000.0,male,gb,1958-03-01,65.0,1.0,,,,'singer',163.0
niki taylor,18000000.0,female,us,1975-03-05,48.0,1.0,,,,'fashion_model',180.0
nikki bella,6000000.0,female,,1983-11-21,39.0,1.0,,,,'wrestler',
nikki benz,3000000.0,female,ca,1981-12-11,41.0,1.0,,,,'pornographic_film_actor',165.0
nikki blonsky,500000.0,female,us,1988-11-09,34.0,1.0,,,,'singer',147.0
nikki cox,5000000.0,female,us,1978-06-02,45.0,1.0,,,,'actor',170.00000000000003
nikki glaser,2000000.0,,,,,,,,,nan,
nikki reed,12000000.0,female,us,1988-05-17,35.0,1.0,,,,'actor',166.0
nikkie de jager,6000000.0,,,,,,,,,nan,
nikolaj coster-waldau,16000000.0,male,dk,1970-07-27,52.0,1.0,,,,'actor',187.0
nikki sanderson,1500000.0,female,gb,1984-03-28,39.0,1.0,,,,'actor',163.0
nikki sixx,45000000.0,male,us,1958-12-11,64.0,1.0,,,,'writer',184.0
nils lofgren,20000000.0,male,us,1951-06-21,72.0,1.0,,,,'songwriter',160.0
nina agdal,12000000.0,female,dk,1992-03-26,31.0,1.0,,,,'fashion_model',176.0
nina dobrev,11000000.0,female,ca,1989-01-09,34.0,1.0,,,,'model',168.00000000000003
nina hartley,6000000.0,female,us,1959-03-11,64.0,1.0,,,,'nurse',162.0
nina persson,10000000.0,female,se,1974-09-06,48.0,1.0,,,,'singer',170.00000000000003
nipsey hussle,8000000.0,male,us,1985-08-15,33.0,0.0,2019-03-31,,,'actor',190.0
nita talbot,4000000.0,female,us,1930-08-08,92.0,1.0,,,,'actor',
noah centineo,2000000.0,male,,,,,,,,'actor',173.0
noah gray-cabey,2000000.0,male,us,1995-11-16,27.0,1.0,,,,'pianist',157.0
noah hathaway,2000000.0,male,us,1971-11-13,51.0,1.0,,,,'actor',173.0
noah mills,1000000.0,male,ca,1985-04-26,38.0,1.0,,,,'model',188.0
noah cyrus,3000000.0,female,us,2000-01-08,23.0,1.0,,,,'actor',138.0
noah reid,2000000.0,male,ca,1987-05-29,36.0,1.0,,,,'actor',
noah emmerich,3000000.0,male,us,1965-02-27,58.0,1.0,,,,'actor',191.0
noah schnapp,3000000.0,,,,,,,,,nan,
noah jupe,2000000.0,,,,,,,,,nan,
noah wyle,25000000.0,male,us,1971-06-04,52.0,1.0,,,,'actor',185.0
noah taylor,5000000.0,male,au,1969-09-04,53.0,1.0,,,,'actor',173.0
noah munck,8000000.0,male,us,1996-05-03,27.0,1.0,,,,'actor',183.0
noel clarke,3000000.0,male,gb,1975-12-06,47.0,1.0,,,,'screenwriter',175.0
noel fielding,6000000.0,,,,,,,,,nan,
noah ringer,2000000.0,male,us,1996-11-18,26.0,1.0,,,,'actor',160.0
noel fisher,3000000.0,male,ca,1984-03-13,39.0,1.0,,,,'actor',177.0
noel neill,2000000.0,female,us,1920-11-25,102.0,1.0,,,,'actor',162.0
noel edmonds,100000000.0,male,gb,1948-12-22,74.0,1.0,,,,'presenter',173.0
noemie lenoir,1000000.0,female,fr,1979-09-19,43.0,1.0,,,,'model',176.0
nolan gould,12000000.0,male,us,1998-10-28,24.0,1.0,,,,'actor',167.0
nolan north,2000000.0,male,us,1970-10-31,52.0,1.0,,,,'actor',185.0
noel gallagher,70000000.0,male,gb,1967-05-29,56.0,1.0,,,,'singer',173.0
noomi rapace,20000000.0,female,se,1979-12-28,43.0,1.0,,,,'actor',163.0
nora arnezeder,2000000.0,female,fr,1989-05-08,34.0,1.0,,,,'actor',170.00000000000003
nona gaye,3000000.0,female,us,1974-09-04,48.0,1.0,,,,'singer',178.0
norah o'donnell,18000000.0,female,us,1974-01-23,49.0,1.0,,,,'journalist',
norm macdonald,2500000.0,male,ca,1963-10-17,59.0,1.0,,,,'actor',185.0
norah jones,25000000.0,female,us,1979-03-30,44.0,1.0,,,,'singer-songwriter',155.0
norman reedus,25000000.0,male,us,1969-01-06,54.0,1.0,,,,'actor',178.0
norman lloyd,5000000.0,male,us,1914-11-08,108.0,1.0,,,,'actor',
noureen dewulf,3000000.0,female,us,1984-02-28,39.0,1.0,,,,'actor',160.0
novak djokovic,220000000.0,male,rs,1987-05-22,36.0,1.0,,,,'tennis_player',188.0
octavia spencer,14000000.0,female,us,1970-05-25,53.0,1.0,,,,'actor',157.0
odell beckham jr.,25000000.0,male,us,1992-11-05,30.0,1.0,,,,nan,183.0
odeya rush,500000.0,female,il,1997-05-12,26.0,1.0,,,,'actor',161.0
offset,26000000.0,,,,,,,,,nan,
ola jordan,6000000.0,female,gb,1982-09-30,40.0,1.0,,,,'dancer',
olesya rulin,1000000.0,female,ru,1986-03-17,37.0,1.0,,,,'actor',152.0
oliver hudson,10000000.0,male,us,1976-09-07,46.0,1.0,,,,'actor',185.0
oliver jackson-cohen,3000000.0,male,gb,1986-10-24,36.0,1.0,,,,'actor',191.0
olga kurylenko,18000000.0,female,fr,1979-11-14,43.0,1.0,,,,'model',176.0
oliver platt,4000000.0,male,us,1960-01-12,63.0,1.0,,,,'actor',192.0
oliver phelps,1000000.0,male,gb,1986-02-25,37.0,1.0,,,,'actor',191.0
oliver hardy,500000.0,male,us,1892-01-18,65.0,0.0,1957-08-07,,,'actor',185.0
oliver stone,70000000.0,male,us,1946-09-15,76.0,1.0,,,,'screenwriter',183.0
olivia colman,6000000.0,female,gb,1974-01-30,49.0,1.0,,,,'actor',170.00000000000003
olivia culpo,7000000.0,female,us,1992-05-08,31.0,1.0,,,,nan,165.0
olivia d'abo,3000000.0,female,gb,1969-01-22,54.0,1.0,,,,'actor',168.00000000000003
olivia de havilland,50000000.0,female,gb,1916-07-01,104.0,0.0,2020-07-25,,,'actor',160.0
olivia de havilland,50000000.0,female,gb,1916-07-01,104.0,0.0,2020-07-25,,,'actor',160.0
olivia cooke,2000000.0,female,gb,1993-12-27,29.0,1.0,,,,'actor',
olivia holt,2000000.0,female,us,1997-08-05,25.0,1.0,,,,'actor',157.0
olivia palermo,10000000.0,female,us,1986-02-28,37.0,1.0,,,,'socialite',163.0
olivia hussey,8000000.0,female,ar,1951-04-17,72.0,1.0,,,,'actor',160.0
olivia munn,25000000.0,female,us,1980-07-03,43.0,1.0,,,,'actor',163.0
olivia taylor dudley,1500000.0,,,,,,,,,nan,
olivia thirlby,2000000.0,female,us,1986-10-06,36.0,1.0,,,,'actor',163.0
olivia wilde,20000000.0,female,us,1984-03-10,39.0,1.0,,,,'actor',171.0
olivia williams,2000000.0,female,gb,1968-07-26,54.0,1.0,,,,'actor',174.0
olivier martinez,30000000.0,male,fr,1966-01-12,57.0,1.0,,,,'actor',178.0
olly murs,6000000.0,male,gb,1984-05-14,39.0,1.0,,,,'singer-songwriter',175.0
olivier giroud,10000000.0,male,fr,1986-09-30,36.0,1.0,,,,'football_player',192.0
olympia dukakis,6000000.0,female,us,1931-06-20,92.0,1.0,,,,'actor',160.0
om puri,20000000.0,male,in,1948-10-18,74.0,1.0,,,,'actor',178.0
omar epps,15000000.0,male,us,1973-07-20,49.0,1.0,,,,'actor',178.0
omar sharif,2000000.0,male,eg,1932-04-10,83.0,0.0,2015-07-10,,,'actor',180.0
omarion,8000000.0,male,us,1984-11-12,38.0,1.0,,,,'singer',168.00000000000003
omar benson miller,2000000.0,male,us,1978-10-07,44.0,1.0,,,,'actor',198.0
omar gooding,2000000.0,male,us,1976-10-19,46.0,1.0,,,,'actor',183.0
omi vaidya,500000.0,male,us,1982-01-10,41.0,1.0,,,,'actor',
omari hardwick,5000000.0,male,us,1974-01-09,49.0,1.0,,,,'actor',179.0
oprah winfrey,3500000000.0,female,us,1954-01-29,69.0,1.0,,,,'media_proprietor',169.0
omri katz,1000000.0,male,us,1976-05-30,47.0,1.0,,,,'actor',177.0
oona chaplin,7000000.0,female,es,1986-06-04,37.0,1.0,,,,'actor',170.00000000000003
orlando bloom,40000000.0,male,gb,1977-01-13,46.0,1.0,,,,'actor',180.0
orlando brown,20000.0,male,us,1987-12-04,35.0,1.0,,,,'actor',170.00000000000003
ophelia lovibond,2000000.0,female,gb,1986-02-19,37.0,1.0,,,,'actor',157.0
orson bean,4000000.0,male,us,1928-07-22,91.0,0.0,2020-02-07,,,'actor',
orson welles,20000000.0,male,us,1915-05-06,70.0,0.0,1985-10-10,,,'film_director',185.0
oscar isaac,10000000.0,male,us,1979-03-09,44.0,1.0,,,,'actor',174.0
oscar de la hoya,200000000.0,male,us,1973-02-04,50.0,1.0,,,,'professional_boxer',179.0
oscar nunez,5000000.0,male,us,1958-11-18,64.0,1.0,,,,'actor',
orlando jones,5000000.0,male,us,1968-04-10,55.0,1.0,,,,'actor',180.0
osi umenyiora,7000000.0,male,us,1981-11-16,41.0,1.0,,,,'american_football_player',191.0
owain yeoman,6000000.0,male,gb,1978-07-02,45.0,1.0,,,,'actor',193.00000000000003
owen benjamin,800000.0,male,us,1980-05-24,43.0,1.0,,,,'actor',198.0
otis redding,10000000.0,male,us,1941-09-09,26.0,0.0,1967-12-10,,,'songwriter',185.0
ossie davis,2000000.0,male,us,1917-12-18,87.0,0.0,2005-02-04,,,'actor',191.0
jordan ozuna,50000.0,,,,,,,,,nan,
owen wilson,70000000.0,male,us,1968-11-18,54.0,1.0,,,,'actor',179.0
p. j. soles,1000000.0,female,us,1950-07-17,72.0,1.0,,,,'actor',173.0
ozzie nelson,14000000.0,male,us,1906-03-20,69.0,0.0,1975-06-03,,,'actor',
oz perkins,1500000.0,male,us,1974-02-02,49.0,1.0,,,,'actor',193.00000000000003
ozzy osbourne,220000000.0,male,gb,1948-12-03,74.0,1.0,,,,'singer',178.0
pablo schreiber,4000000.0,male,us,1978-04-26,45.0,1.0,,,,'actor',196.0
p diddy,885000000.0,male,us,1969-11-04,53.0,1.0,,,,'actor',182.0
paddy considine,4000000.0,male,gb,1973-09-05,49.0,1.0,,,,'actor',176.0
paddy mcguinness,10000000.0,,,1878,,,,,,nan,
paget brewster,9000000.0,female,us,1969-03-10,54.0,1.0,,,,'actor',173.0
paige hurd,2000000.0,female,us,1992-07-20,30.0,1.0,,,,'actor',163.0
paige turco,5000000.0,female,us,1965-05-17,58.0,1.0,,,,'actor',163.0
page kennedy,2000000.0,male,us,1976-11-23,46.0,1.0,,,,'actor',
paloma faith,3000000.0,female,gb,1981-07-21,41.0,1.0,,,,'actor',161.0
pam dawber,10000000.0,female,us,1951-10-18,71.0,1.0,,,,'actor',169.0
pam grier,10000000.0,female,us,1949-05-26,74.0,1.0,,,,'actor',173.0
pam shriver,10000000.0,female,us,1962-07-04,61.0,1.0,,,,'tennis_player',183.0
pam ferris,6000000.0,female,de,1948-05-11,75.0,1.0,,,,'actor',170.00000000000003
pamela anderson,12000000.0,female,us,1967-07-01,56.0,1.0,,,,'nude_glamour_model',170.00000000000003
pamela adlon,16000000.0,female,us,1966-07-09,56.0,1.0,,,,'actor',152.0
pamela silva conde,10000000.0,,,,,,,,,nan,
pamela sue martin,4000000.0,female,us,1953-01-05,70.0,1.0,,,,'actor',173.0
paolo nutini,12000000.0,male,gb,1987-01-09,36.0,1.0,,,,'singer',176.0
paresh rawal,13000000.0,male,in,1950-05-30,73.0,1.0,,,,'actor',183.0
paris berelc,3000000.0,,,,,,,,,nan,
paris jackson,100000000.0,female,us,1998-04-03,25.0,1.0,,,,'actor',175.0
park overall,3000000.0,female,us,1957-03-15,66.0,1.0,,,,'actor',
paris hilton,300000000.0,female,us,1981-02-17,42.0,1.0,,,,'entrepreneur',173.0
parker posey,10000000.0,female,us,1968-11-08,54.0,1.0,,,,'actor',164.0
parker stevenson,10000000.0,male,us,1952-06-04,71.0,1.0,,,,'actor',
pat boone,50000000.0,male,us,1934-06-01,89.0,1.0,,,,'singer',175.0
pat morita,5000000.0,male,us,1932-06-28,73.0,0.0,2005-11-24,,,'actor',160.0
pat priest,3000000.0,female,us,1936-08-15,86.0,1.0,,,,'actor',
pat benatar,40000000.0,female,us,1953-01-10,70.0,1.0,,,,'musician',152.0
paterson joseph,3000000.0,male,gb,1964-06-22,59.0,1.0,,,,'actor',173.0
patrice o'neal,500000.0,male,us,1969-12-07,41.0,0.0,2011-11-29,,,'actor',196.0
patricia clarkson,3000000.0,female,us,1959-12-29,63.0,1.0,,,,'actor',164.0
patricia heaton,40000000.0,female,us,1958-03-04,65.0,1.0,,,,'television_producer',157.0
patricia arquette net worth,24000000.0,female,us,1968-04-08,55.0,1.0,,,,'actor',156.0
patricia richardson,25000000.0,female,us,1951-02-23,72.0,1.0,,,,'actor',170.00000000000003
patricia velasquez,3000000.0,female,ve,1971-01-31,52.0,1.0,,,,'actor',177.0
patricia wettig,25000000.0,female,us,1951-12-04,71.0,1.0,,,,'actor',164.0
patrick dempsey,80000000.0,male,us,1966-01-13,57.0,1.0,,,,'actor',179.0
patrick duffy,30000000.0,male,us,1949-03-17,74.0,1.0,,,,'actor',187.0
patrick fugit,500000.0,male,us,1982-10-27,40.0,1.0,,,,'actor',183.0
patrick bergin,6000000.0,male,ie,1951-02-04,72.0,1.0,,,,'actor',191.0
patrick j. adams,10000000.0,male,ca,1981-08-27,41.0,1.0,,,,'actor',182.0
patrick ewing,75000000.0,male,us,1962-08-05,60.0,1.0,,,,'basketball_player',213.0
patrick fabian,35000000.0,male,us,1964-12-07,58.0,1.0,,,,'actor',
patrick macnee,3000000.0,male,gb,1922-02-06,101.0,1.0,,,,'actor',180.0
patrick kielty,15000000.0,male,gb,1971-01-31,52.0,1.0,,,,'presenter',178.0
patrick muldoon,1500000.0,male,us,1968-09-27,54.0,1.0,,,,'actor',188.0
patrick kilpatrick,10000000.0,male,us,1949-08-20,73.0,1.0,,,,'actor',188.0
patrick stewart,70000000.0,male,gb,1940-07-13,82.0,1.0,,,,'actor',178.0
patrick warburton,20000000.0,male,us,1964-11-14,58.0,1.0,,,,'actor',191.0
patrick wayne,12000000.0,male,us,1939-07-15,83.0,1.0,,,,'actor',187.0
patrick wilson,7000000.0,male,us,1973-07-03,50.0,1.0,,,,'actor',185.0
patrick schwarzenegger,6000000.0,male,us,1993-09-18,29.0,1.0,,,,'model',180.0
patrick stump,16000000.0,male,us,1984-04-27,39.0,1.0,,,,'singer',164.0
patrick swayze,40000000.0,male,us,1952-08-18,57.0,0.0,2009-09-14,,,'actor',178.0
patsy kensit,10000000.0,female,gb,1968-03-04,55.0,1.0,,,,'singer',164.0
patti lupone,8000000.0,female,us,1949-04-21,74.0,1.0,,,,'singer',157.0
patti stanger,8000000.0,female,us,1961-05-31,62.0,1.0,,,,'television_producer',173.0
patty duke,10000000.0,female,us,1946-12-14,76.0,1.0,,,,'actor',152.0
patty mccormack,5000000.0,female,us,1945-08-21,77.0,1.0,,,,'actor',
patty jenkins,25000000.0,female,us,1971-07-24,51.0,1.0,,,,'screenwriter',
paul adelstein,2000000.0,male,us,1969-04-29,54.0,1.0,,,,'actor',188.0
patton oswalt,10000000.0,male,us,1969-01-27,54.0,1.0,,,,'actor',170.00000000000003
paul anka,80000000.0,male,us,1941-07-30,81.0,1.0,,,,'songwriter',167.0
paul butcher,500000.0,male,us,1994-02-14,29.0,1.0,,,,'actor',160.0
paul anderson,2000000.0,male,gb,,,,,,,'actor',
paul bettany,50000000.0,male,gb,1971-05-27,52.0,1.0,,,,'actor',191.0
paul blackthorne,3000000.0,male,gb,1969-03-05,54.0,1.0,,,,'actor',192.0
paul dooley,25000000.0,male,us,1928-02-22,95.0,1.0,,,,'actor',178.0
paul dano,10000000.0,male,us,1984-06-19,39.0,1.0,,,,'actor',180.0
paul george,90000000.0,male,us,1990-05-02,33.0,1.0,,,,'basketball_player',206.0
paul giamatti,25000000.0,male,us,1967-06-06,56.0,1.0,,,,'actor',174.0
paul gascoigne,100000.0,male,gb,1967-05-27,56.0,1.0,,,,'football_player',175.0
paul guilfoyle,18000000.0,male,us,1949-04-28,74.0,1.0,,,,'actor',173.0
paul hogan,20000000.0,male,au,1939-10-08,83.0,1.0,,,,'actor',175.0
paul johansson,500000.0,male,us,1964-01-26,59.0,1.0,,,,'actor',187.0
paul kagame,500000000.0,male,rw,1957-10-23,65.0,1.0,,,,'politician',
paul lieberstein,14000000.0,male,us,1967-02-22,56.0,1.0,,,,'screenwriter',
paul lynde,7000000.0,male,us,1926-06-13,55.0,0.0,1982-01-10,,,'comedian',180.0
paul hollywood,15000000.0,male,gb,1966,,,,,,'baker',
paul mccartney,1200000000.0,male,gb,1942-06-18,81.0,1.0,,,,'singer',180.0
paul mcgann,7000000.0,male,gb,1959-11-14,63.0,1.0,,,,'actor',174.0
paul mooney,500000.0,male,us,1941-08-04,81.0,1.0,,,,'screenwriter',184.0
paul mcgillion,3000000.0,male,gb,1969-01-05,54.0,1.0,,,,'actor',178.0
paul pierce,70000000.0,male,us,1977-10-13,45.0,1.0,,,,'basketball_player',200.99999999999997
paul michael glaser,4000000.0,male,us,1943-03-25,80.0,1.0,,,,'film_director',180.0
paul newman,80000000.0,male,us,1925-01-26,83.0,0.0,2008-09-26,,,'actor',177.0
paul reiser,45000000.0,male,us,1957-03-30,66.0,1.0,,,,'comedian',178.0
paul rudd,70000000.0,male,us,1969-04-06,54.0,1.0,,,,'actor',178.0
paul ryan,7800000.0,male,us,1970-01-29,53.0,1.0,,,,'politician',185.0
paul pogba,125000000.0,male,fr,1993-03-15,30.0,1.0,,,,'football_player',188.0
paul reubens,5000000.0,male,us,1952-08-27,70.0,1.0,,,,'comedian',178.0
paul rust,1000000.0,male,us,1981-04-12,42.0,1.0,,,,'actor',
paul thomas anderson,70000000.0,male,us,1970-06-26,53.0,1.0,,,,'screenwriter',
paul wahlberg,10000000.0,male,,,,,,,,nan,
paul simon,75000000.0,male,us,1941-10-13,81.0,1.0,,,,'guitarist',160.0
paul sorvino,10000000.0,male,us,1939-04-13,84.0,1.0,,,,'actor',189.0
paul weller,10000000.0,male,gb,1958-05-25,65.0,1.0,,,,'singer',180.0
paul wesley,6000000.0,male,us,1982-07-23,40.0,1.0,,,,'actor',180.0
paul walker,25000000.0,male,us,1973-09-12,40.0,0.0,2013-11-30,,,'actor',188.0
paul williams,14000000.0,male,us,1940-09-19,82.0,1.0,,,,'singer',157.0
paul winfield,3000000.0,male,us,1939-05-22,64.0,0.0,2004-03-07,,,'actor',185.0
john paul young,20000000.0,male,gb,1950-06-21,73.0,1.0,,,,'singer',
paula garces,2000000.0,female,us,1974-03-20,49.0,1.0,,,,'actor',165.0
paula jai parker,150000.0,female,us,1969-08-19,53.0,1.0,,,,'comedian',157.0
paula abdul,30000000.0,female,us,1962-06-19,61.0,1.0,,,,'actor',152.0
paula devicq,400000.0,female,ca,1965-07-07,58.0,1.0,,,,'actor',172.0
paula zahn,18000000.0,female,us,1956-02-24,67.0,1.0,,,,'journalist',175.0
pauley perrette,22000000.0,female,us,1969-03-27,54.0,1.0,,,,'actor',177.0
paula patton,10000000.0,female,us,1975-12-05,47.0,1.0,,,,'actor',171.0
paula pell,2000000.0,female,us,,,,,,,'actor',
paulina porizkova,80000000.0,female,cz,1965-04-09,58.0,1.0,,,,'model',179.0
paulo dybala,40000000.0,,,,,,,,,nan,
paulo costanzo,4000000.0,male,ca,1978-09-21,44.0,1.0,,,,'actor',178.0
pauly d,20000000.0,male,us,1980-07-05,43.0,1.0,,,,'disc_jockey',183.0
pauly shore,30000000.0,male,us,1968-02-01,55.0,1.0,,,,'comedian',171.0
pawan kalyan,15000000.0,male,in,1971-09-02,51.0,1.0,,,,'actor',182.0
paz de la huerta,4000000.0,female,us,1984-09-03,38.0,1.0,,,,'model',173.0
paz vega,10000000.0,female,es,1976-01-02,47.0,1.0,,,,'actor',167.0
peggy lee,5000000.0,female,us,1920-05-26,81.0,0.0,2002-01-21,,,'songwriter',167.0
peggy lipton,10000000.0,female,us,1946-08-30,76.0,1.0,,,,'actor',172.0
penelope cruz,75000000.0,female,es,1974-04-28,49.0,1.0,,,,'actor',168.00000000000003
penn jillette,200000000.0,male,us,1955-03-05,68.0,1.0,,,,'actor',198.0
penny lancaster,20000000.0,female,gb,1971-03-15,52.0,1.0,,,,'fashion_model',185.0
penny marshall,45000000.0,female,us,1943-10-15,75.0,0.0,2018-12-18,,,'actor',168.00000000000003
pernell roberts,10000000.0,male,us,1928-05-18,81.0,0.0,2010-01-24,,,'actor',183.0
perrey reeves,4000000.0,female,us,1970-11-30,52.0,1.0,,,,'actor',165.0
perry como,10000000.0,male,us,1912-05-18,88.0,0.0,2001-05-12,,,'singer',168.00000000000003
peri gilpin,15000000.0,female,us,1961-05-27,62.0,1.0,,,,'actor',170.00000000000003
perrie edwards,2000000.0,female,gb,1993-07-10,29.0,1.0,,,,'singer',160.0
peta wilson,10000000.0,female,au,1970-11-18,52.0,1.0,,,,'model',178.0
pete burns,500000.0,male,gb,1959-08-05,63.0,1.0,,,,'singer',180.0
persia white,700000.0,female,us,1972-10-25,50.0,1.0,,,,'actor',173.0
pete buttigieg,250000.0,,,,,,,,,nan,
peta murgatroyd,400000.0,female,au,1986-07-14,36.0,1.0,,,,'choreography',170.00000000000003
pete sampras,150000000.0,male,us,1971-08-12,51.0,1.0,,,,'athlete',185.0
pete townshend,150000000.0,male,gb,1945-05-19,78.0,1.0,,,,'singer',183.0
pete davidson,6000000.0,male,us,1993-11-16,29.0,1.0,,,,'actor',
pete holmes,4000000.0,,,,,,,,,nan,
pete doherty,2000000.0,male,gb,1979-03-12,44.0,1.0,,,,'poet',188.0
peter bergman,10000000.0,male,us,1953-06-11,70.0,1.0,,,,'actor',
pete wentz,18000000.0,male,us,1979-06-05,44.0,1.0,,,,'entrepreneur',169.0
peter billingsley,12000000.0,male,us,1971-04-16,52.0,1.0,,,,'actor',177.0
peter andre,20000000.0,male,gb,1973-02-27,50.0,1.0,,,,'singer',174.0
peter capaldi,10000000.0,male,gb,1958-04-14,65.0,1.0,,,,'actor',183.0
peter coyote,10000000.0,male,us,1941-10-10,81.0,1.0,,,,'actor',191.0
peter boyle,8000000.0,male,us,1935-10-18,71.0,0.0,2006-12-12,,,'actor',188.0
peter cullen,6000000.0,male,ca,1941-07-28,81.0,1.0,,,,'voice_actor',173.0
peter cushing,10000000.0,male,gb,1913-05-26,81.0,0.0,1994-08-11,,,'actor',183.0
peter deluise,10000000.0,male,us,1966-11-06,56.0,1.0,,,,'actor',185.0
peter davison,3000000.0,male,gb,1951-04-13,72.0,1.0,,,,'actor',185.0
peter dinklage,25000000.0,male,us,1969-06-11,54.0,1.0,,,,'actor',135.0
peter crouch,35000000.0,male,gb,1981-01-30,42.0,1.0,,,,'football_player',202.99999999999997
peter facinelli,10000000.0,male,us,1973-11-26,49.0,1.0,,,,'actor',177.0
peter falk,5000000.0,male,us,1927-09-16,83.0,0.0,2011-06-23,,,'actor',168.00000000000003
peter fonda,40000000.0,male,us,1940-02-23,83.0,1.0,,,,'actor',189.0
peter graves,8000000.0,male,us,1926-03-18,83.0,0.0,2010-03-14,,,'actor',191.0
peter gabriel,90000000.0,male,gb,1950-02-13,73.0,1.0,,,,'singer',179.0
peter gallagher,8000000.0,male,us,1955-08-19,67.0,1.0,,,,'actor',175.0
peter jackson,500000000.0,male,nz,1961-10-31,61.0,1.0,,,,'screenwriter',169.0
peter jacobson,3000000.0,male,us,1965-03-24,58.0,1.0,,,,'actor',168.00000000000003
peter jones,400000000.0,male,gb,1966-03-18,57.0,1.0,,,,'businessperson',200.99999999999997
peter hermann,20000000.0,male,us,1967-08-15,55.0,1.0,,,,'actor',196.0
peter horton,3000000.0,male,us,1953-08-20,69.0,1.0,,,,'actor',187.0
peter kay,70000000.0,male,gb,1973-07-02,50.0,1.0,,,,'actor',173.0
peter mayhew,5000000.0,male,gb,1944-05-19,74.0,0.0,2019-04-30,,,'actor',225.99999999999997
peter krause,20000000.0,male,us,1965-08-12,57.0,1.0,,,,'actor',185.0
peter macnicol,5000000.0,male,us,1954-04-10,69.0,1.0,,,,'actor',173.0
peter noone,3000000.0,male,gb,1947-11-05,75.0,1.0,,,,'singer',180.0
peter o'toole,50000000.0,male,ie,1932-08-02,81.0,0.0,2013-12-14,,,'actor',188.0
peter reckell,3000000.0,male,us,1955-05-07,68.0,1.0,,,,'actor',180.0
peter sarsgaard,20000000.0,male,us,1971-03-07,52.0,1.0,,,,'actor',183.0
peter sellers,10000000.0,male,gb,1925-09-08,54.0,0.0,1980-07-24,,,'actor',173.0
peter scolari,2000000.0,male,us,1955-09-12,67.0,1.0,,,,'actor',169.0
peter serafinowicz,6000000.0,male,gb,1972-07-10,50.0,1.0,,,,'actor',195.00000000000003
peter riegert,6000000.0,male,us,1947-04-11,76.0,1.0,,,,'actor',172.0
peter stormare,5000000.0,male,se,1953-08-27,69.0,1.0,,,,'actor',189.0
peter sallis,10000000.0,male,gb,1921-02-01,96.0,0.0,2017-06-02,,,'actor',165.0
peter strauss,5000000.0,male,us,1947-02-20,76.0,1.0,,,,'actor',
peter tork,4000000.0,male,us,1942-02-13,77.0,0.0,2019-02-21,,,'actor',175.0
peter weller,8000000.0,male,us,1947-06-24,76.0,1.0,,,,'actor',183.0
petra kvitova,24000000.0,female,cz,1990-03-08,33.0,1.0,,,,'tennis_player',183.0
petula clark,10000000.0,female,gb,1932-11-15,90.0,1.0,,,,'singer',155.0
peyton manning,250000000.0,male,us,1976-03-24,47.0,1.0,,,,'american_football_player',196.0
