name,gender,occupation,height,details
judy greer,female,"{""actor"", ""voice_actor"", ""television_producer""}",178.0,"{""net_worth"": 5000000.0, ""birthday"": ""1975-07-20"", ""age"": 47.0, ""is_alive"": 1.0, ""death"": null}"
judy garland,female,"{""singer"", ""actor"", ""vaudeville_performer""}",151.0,"{""net_worth"": 40000.0, ""birthday"": ""1922-06-10"", ""age"": 47.0, ""is_alive"": 0.0, ""death"": ""1969-06-22""}"
judy landers,female,"{""actor""}",163.0,"{""net_worth"": 500000.0, ""birthday"": ""1958-10-07"", ""age"": 64.0, ""is_alive"": 1.0, ""death"": null}"
judy reyes,female,"{""film_producer"", ""actor""}",159.0,"{""net_worth"": 6000000.0, ""birthday"": ""1967-11-05"", ""age"": 55.0, ""is_alive"": 1.0, ""death"": null}"
judy norton taylor,female,"{""actor""}",165.0,"{""net_worth"": 4000000.0, ""birthday"": ""1958-01-29"", ""age"": 65.0, ""is_alive"": 1.0, ""death"": null}"
juelz santana,male,"{""singer"", ""musician"", ""record_producer"", ""actor"", ""rapper""}",173.0,"{""net_worth"": 3000000.0, ""birthday"": ""1982-02-18"", ""age"": 41.0, ""is_alive"": 1.0, ""death"": null}"
julia duffy,female,"{""actor""}",152.0,"{""net_worth"": 4000000.0, ""birthday"": ""1951-06-27"", ""age"": 72.0, ""is_alive"": 1.0, ""death"": null}"
julia child,female,"{""tv_chef"", ""chef"", ""author"", ""writer"", ""cook"", ""copywriter""}",188.0,"{""net_worth"": 50000000.0, ""birthday"": ""1912-08-15"", ""age"": 91.0, ""is_alive"": 0.0, ""death"": ""2004-08-13""}"
julia jones,female,"{""actor""}",173.0,"{""net_worth"": 1000000.0, ""birthday"": ""1981-01-23"", ""age"": 42.0, ""is_alive"": 1.0, ""death"": null}"
julia louis-dreyfus,female,"{""comedian"", ""actor"", ""television_producer"", ""voice_actor""}",160.0,"{""net_worth"": 250000000.0, ""birthday"": ""1961-01-13"", ""age"": 62.0, ""is_alive"": 1.0, ""death"": null}"
julia ormond,female,"{""actor""}",171.0,"{""net_worth"": 5000000.0, ""birthday"": ""1965-01-04"", ""age"": 58.0, ""is_alive"": 1.0, ""death"": null}"
julia sawalha,female,"{""actor"", ""voice_actor""}",160.0,"{""net_worth"": 10000000.0, ""birthday"": ""1968-09-09"", ""age"": 54.0, ""is_alive"": 1.0, ""death"": null}"
julia roberts,female,"{""film_producer"", ""actor"", ""voice_actor"", ""television_producer""}",175.0,"{""net_worth"": 250000000.0, ""birthday"": ""1967-10-28"", ""age"": 55.0, ""is_alive"": 1.0, ""death"": null}"
julia nickson-soul,female,"{""actor""}",167.0,"{""net_worth"": 1000000.0, ""birthday"": ""1958-09-11"", ""age"": 64.0, ""is_alive"": 1.0, ""death"": null}"
julian assange,male,"{""journalist"", ""spokesperson"", ""programmer"", ""editor"", ""hacker"", ""film_producer"", ""television_producer"", ""television_director"", ""screenwriter""}",188.0,"{""net_worth"": 400000.0, ""birthday"": ""1971-07-03"", ""age"": 52.0, ""is_alive"": 1.0, ""death"": null}"
julian casablancas,male,"{""singer"", ""songwriter"", ""musician""}",188.0,"{""net_worth"": 13000000.0, ""birthday"": ""1978-08-23"", ""age"": 44.0, ""is_alive"": 1.0, ""death"": null}"
julian clary,male,"{""presenter"", ""comedian"", ""novelist"", ""actor"", ""screenwriter""}",189.0,"{""net_worth"": 5000000.0, ""birthday"": ""1959-05-25"", ""age"": 64.0, ""is_alive"": 1.0, ""death"": null}"
julia sweeney,female,"{""comedian"", ""actor"", ""screenwriter"", ""author"", ""television_producer"", ""accountant"", ""voice_actor"", ""film_director""}",172.0,"{""net_worth"": 2000000.0, ""birthday"": ""1959-10-10"", ""age"": 63.0, ""is_alive"": 1.0, ""death"": null}"
julia stiles,female,"{""actor"", ""television_director"", ""screenwriter""}",173.0,"{""net_worth"": 12000000.0, ""birthday"": ""1981-03-28"", ""age"": 42.0, ""is_alive"": 1.0, ""death"": null}"
julian glover,male,"{""actor"", ""voice_actor""}",188.0,"{""net_worth"": 15000000.0, ""birthday"": ""1935-03-27"", ""age"": 88.0, ""is_alive"": 1.0, ""death"": null}"
julian edelman,male,"{""american_football_player""}",178.0,"{""net_worth"": 25000000.0, ""birthday"": ""1986-05-22"", ""age"": 37.0, ""is_alive"": 1.0, ""death"": null}"
julian sands,male,"{""actor"", ""voice_actor""}",180.0,"{""net_worth"": 3000000.0, ""birthday"": ""1958-01-04"", ""age"": 65.0, ""is_alive"": 1.0, ""death"": null}"
julian mcmahon,male,"{""model"", ""actor""}",188.0,"{""net_worth"": 16000000.0, ""birthday"": ""1968-07-27"", ""age"": 54.0, ""is_alive"": 1.0, ""death"": null}"
julianna margulies,female,"{""actor"", ""television_producer""}",168.0,"{""net_worth"": 22000000.0, ""birthday"": ""1966-06-08"", ""age"": 57.0, ""is_alive"": 1.0, ""death"": null}"
julianne moore,female,"{""actor"", ""author"", ""film_producer"", ""television_producer"", ""theatrical_producer"", ""children's_book_author""}",160.0,"{""net_worth"": 50000000.0, ""birthday"": ""1960-12-03"", ""age"": 62.0, ""is_alive"": 1.0, ""death"": null}"
julianne nicholson,female,"{""actor"", ""model""}",175.0,"{""net_worth"": 3000000.0, ""birthday"": ""1971-07-01"", ""age"": 52.0, ""is_alive"": 1.0, ""death"": null}"
julie andrews,female,"{""singer"", ""actor"", ""author"", ""theatre_director"", ""dancer"", ""voice_actor""}",173.0,"{""net_worth"": 30000000.0, ""birthday"": ""1935-10-01"", ""age"": 87.0, ""is_alive"": 1.0, ""death"": null}"
julianne hough,female,"{""singer"", ""actor"", ""dancer"", ""songwriter""}",160.0,"{""net_worth"": 10000000.0, ""birthday"": ""1988-07-20"", ""age"": 34.0, ""is_alive"": 1.0, ""death"": null}"
julie benz,female,"{""actor"", ""figure_skater"", ""presenter""}",163.0,"{""net_worth"": 6000000.0, ""birthday"": ""1972-05-01"", ""age"": 51.0, ""is_alive"": 1.0, ""death"": null}"
julie bowen,female,"{""actor"", ""voice_actor""}",168.0,"{""net_worth"": 18000000.0, ""birthday"": ""1970-03-03"", ""age"": 53.0, ""is_alive"": 1.0, ""death"": null}"
julie delpy,female,"{""screenwriter"", ""actor"", ""singer-songwriter"", ""film_director"", ""film_producer"", ""film_score_composer"", ""singer"", ""film_editor""}",169.0,"{""net_worth"": 10000000.0, ""birthday"": ""1969-12-21"", ""age"": 53.0, ""is_alive"": 1.0, ""death"": null}"
julie bishop,female,"{""politician"", ""lawyer""}",160.0,"{""net_worth"": 5000000.0, ""birthday"": ""1956-07-17"", ""age"": 66.0, ""is_alive"": 1.0, ""death"": null}"
julie goodyear,female,"{""actor""}",165.0,"{""net_worth"": 8000000.0, ""birthday"": ""1942-03-29"", ""age"": 81.0, ""is_alive"": 1.0, ""death"": null}"
julie christie,female,"{""actor"", ""activist""}",157.0,"{""net_worth"": 10000000.0, ""birthday"": ""1941-04-14"", ""age"": 82.0, ""is_alive"": 1.0, ""death"": null}"
julie kavner,female,"{""actor"", ""comedian"", ""voice_actor""}",170.0,"{""net_worth"": 85000000.0, ""birthday"": ""1950-09-07"", ""age"": 72.0, ""is_alive"": 1.0, ""death"": null}"
julie newmar,female,"{""actor"", ""dancer"", ""singer"", ""businessperson"", ""writer""}",180.0,"{""net_worth"": 100000000.0, ""birthday"": ""1933-08-16"", ""age"": 89.0, ""is_alive"": 1.0, ""death"": null}"
julie hagerty,female,"{""model"", ""actor""}",170.0,"{""net_worth"": 4000000.0, ""birthday"": ""1955-06-15"", ""age"": 68.0, ""is_alive"": 1.0, ""death"": null}"
julie walters,female,"{""actor"", ""novelist"", ""comedian"", ""voice_actor""}",160.0,"{""net_worth"": 2000000.0, ""birthday"": ""1950-02-22"", ""age"": 73.0, ""is_alive"": 1.0, ""death"": null}"
julie warner,female,"{""actor""}",157.0,"{""net_worth"": 2000000.0, ""birthday"": ""1965-02-09"", ""age"": 58.0, ""is_alive"": 1.0, ""death"": null}"
juliette lewis,female,"{""singer"", ""actor"", ""musician"", ""voice_actor""}",168.0,"{""net_worth"": 20000000.0, ""birthday"": ""1973-06-21"", ""age"": 50.0, ""is_alive"": 1.0, ""death"": null}"
julissa bermudez,female,"{""model"", ""actor"", ""television_show_host""}",168.0,"{""net_worth"": 600000.0, ""birthday"": ""1983-09-28"", ""age"": 39.0, ""is_alive"": 1.0, ""death"": null}"
julius erving,male,"{""basketball_player"", ""actor""}",200.0,"{""net_worth"": 50000000.0, ""birthday"": ""1950-02-22"", ""age"": 73.0, ""is_alive"": 1.0, ""death"": null}"
june allyson,female,"{""actor"", ""musician""}",155.0,"{""net_worth"": 10000000.0, ""birthday"": ""1917-10-07"", ""age"": 88.0, ""is_alive"": 0.0, ""death"": ""2006-07-08""}"
juliette binoche,female,"{""actor"", ""artist"", ""author"", ""dancer"", ""poet"", ""designer"", ""visual_artist"", ""voice_actor""}",168.0,"{""net_worth"": 20000000.0, ""birthday"": ""1964-03-09"", ""age"": 59.0, ""is_alive"": 1.0, ""death"": null}"
julio iglesias,male,"{""singer"", ""songwriter"", ""singer-songwriter"", ""composer""}",185.0,"{""net_worth"": 600000000.0, ""birthday"": ""1943-09-23"", ""age"": 79.0, ""is_alive"": 1.0, ""death"": null}"
juno temple,female,"{""actor""}",157.0,"{""net_worth"": 1000000.0, ""birthday"": ""1989-07-21"", ""age"": 33.0, ""is_alive"": 1.0, ""death"": null}"
jurgen klopp,male,"{""manager""}",193.0,"{""net_worth"": 50000000.0, ""birthday"": ""1967-06-16"", ""age"": 56.0, ""is_alive"": 1.0, ""death"": null}"
jurnee smollett,female,"{""actor""}",167.0,"{""net_worth"": 2000000.0, ""birthday"": ""1986-10-01"", ""age"": 36.0, ""is_alive"": 1.0, ""death"": null}"
justin bartha,male,"{""actor"", ""film_producer""}",173.0,"{""net_worth"": 22000000.0, ""birthday"": ""1978-07-21"", ""age"": 44.0, ""is_alive"": 1.0, ""death"": null}"
justin chambers,male,"{""actor"", ""model""}",180.0,"{""net_worth"": 18000000.0, ""birthday"": ""1970-07-11"", ""age"": 52.0, ""is_alive"": 1.0, ""death"": null}"
justin chatwin,male,"{""actor""}",185.0,"{""net_worth"": 2000000.0, ""birthday"": ""1982-10-31"", ""age"": 40.0, ""is_alive"": 1.0, ""death"": null}"
jussie smollett,male,"{""actor"", ""photographer""}",182.0,"{""net_worth"": 1500000.0, ""birthday"": ""1982-06-21"", ""age"": 41.0, ""is_alive"": 1.0, ""death"": null}"
justin bieber,male,"{""musician"", ""singer-songwriter"", ""actor"", ""record_producer"", ""dancer"", ""singer""}",175.0,"{""net_worth"": 285000000.0, ""birthday"": ""1994-03-01"", ""age"": 29.0, ""is_alive"": 1.0, ""death"": null}"
justin berfield,male,"{""actor"", ""writer"", ""film_producer""}",173.0,"{""net_worth"": 10000000.0, ""birthday"": ""1986-02-25"", ""age"": 37.0, ""is_alive"": 1.0, ""death"": null}"
justin hawkins,male,"{""singer"", ""guitarist"", ""keytarist"", ""musician"", ""singer-songwriter"", ""actor""}",182.0,"{""net_worth"": 8000000.0, ""birthday"": ""1975-03-17"", ""age"": 48.0, ""is_alive"": 1.0, ""death"": null}"
justin hartley,male,"{""actor"", ""television_director"", ""screenwriter""}",190.0,"{""net_worth"": 7000000.0, ""birthday"": ""1977-01-29"", ""age"": 46.0, ""is_alive"": 1.0, ""death"": null}"
justin chon,male,"{""actor"", ""entrepreneur"", ""film_director""}",167.0,"{""net_worth"": 5000000.0, ""birthday"": ""1981-05-29"", ""age"": 42.0, ""is_alive"": 1.0, ""death"": null}"
justin trudeau,male,"{""politician"", ""teacher"", ""critic""}",188.0,"{""net_worth"": 10000000.0, ""birthday"": ""1971-12-25"", ""age"": 51.0, ""is_alive"": 1.0, ""death"": null}"
justin timberlake,male,"{""actor"", ""record_producer"", ""musician"", ""businessperson"", ""dancer"", ""singer"", ""television_producer"", ""singer-songwriter"", ""film_producer"", ""voice_actor""}",182.0,"{""net_worth"": 250000000.0, ""birthday"": ""1981-01-31"", ""age"": 42.0, ""is_alive"": 1.0, ""death"": null}"
justin long,male,"{""actor"", ""voice_actor"", ""film_producer""}",174.0,"{""net_worth"": 15000000.0, ""birthday"": ""1978-06-02"", ""age"": 45.0, ""is_alive"": 1.0, ""death"": null}"
justin theroux,male,"{""actor"", ""film_director"", ""screenwriter"", ""film_producer"", ""voice_actor""}",176.0,"{""net_worth"": 40000000.0, ""birthday"": ""1971-08-10"", ""age"": 51.0, ""is_alive"": 1.0, ""death"": null}"
justina machado,female,"{""actor""}",155.0,"{""net_worth"": 4000000.0, ""birthday"": ""1972-09-06"", ""age"": 50.0, ""is_alive"": 1.0, ""death"": null}"
justine bateman,female,"{""actor"", ""writer"", ""screenwriter"", ""television_producer"", ""student""}",168.0,"{""net_worth"": 5000000.0, ""birthday"": ""1966-02-19"", ""age"": 57.0, ""is_alive"": 1.0, ""death"": null}"
kadee strickland,female,"{""actor""}",164.0,"{""net_worth"": 500000.0, ""birthday"": ""1975-12-14"", ""age"": 47.0, ""is_alive"": 1.0, ""death"": null}"
kadeem hardison,male,"{""actor""}",181.0,"{""net_worth"": 2000000.0, ""birthday"": ""1965-07-24"", ""age"": 57.0, ""is_alive"": 1.0, ""death"": null}"
kai greene,male,"{""bodybuilder""}",173.0,"{""net_worth"": 1000000.0, ""birthday"": ""1975-07-12"", ""age"": 47.0, ""is_alive"": 1.0, ""death"": null}"
kaitlin olson,female,"{""actor""}",173.0,"{""net_worth"": 50000000.0, ""birthday"": ""1975-08-18"", ""age"": 47.0, ""is_alive"": 1.0, ""death"": null}"
kailyn lowry,female,"{""actor""}",163.0,"{""net_worth"": 25000.0, ""birthday"": null, ""age"": null, ""is_alive"": null, ""death"": null}"
kajol devgn,female,"{""actor""}",160.0,"{""net_worth"": 16000000.0, ""birthday"": ""1974-08-05"", ""age"": 48.0, ""is_alive"": 1.0, ""death"": null}"
kaka,male,"{""football_player""}",186.0,"{""net_worth"": 90000000.0, ""birthday"": ""1982-04-22"", ""age"": 41.0, ""is_alive"": 1.0, ""death"": null}"
kal penn,male,"{""actor"", ""film_producer"", ""civil_servant""}",178.0,"{""net_worth"": 15000000.0, ""birthday"": ""1977-04-23"", ""age"": 46.0, ""is_alive"": 1.0, ""death"": null}"
kaley cuoco,female,"{""actor"", ""singer"", ""voice_actor"", ""model"", ""presenter""}",168.0,"{""net_worth"": 100000000.0, ""birthday"": ""1985-11-30"", ""age"": 37.0, ""is_alive"": 1.0, ""death"": null}"
kamal haasan,male,"{""screenwriter"", ""actor"", ""film_producer"", ""voice_actor"", ""film_director"", ""singer"", ""writer"", ""songwriter"", ""choreographer"", ""playback_singer""}",165.0,"{""net_worth"": 100000000.0, ""birthday"": ""1954-11-07"", ""age"": 68.0, ""is_alive"": 1.0, ""death"": null}"
melina kanakaredes,female,"{""actor""}",170.0,"{""net_worth"": 10000000.0, ""birthday"": ""1967-04-23"", ""age"": 56.0, ""is_alive"": 1.0, ""death"": null}"
kandi burruss,female,"{""singer"", ""songwriter"", ""record_producer"", ""singer-songwriter"", ""actor"", ""television_producer"", ""tv_personality""}",171.0,"{""net_worth"": 30000000.0, ""birthday"": ""1976-05-17"", ""age"": 47.0, ""is_alive"": 1.0, ""death"": null}"
chelsea kane staub,female,"{""actor"", ""singer"", ""voice_actor"", ""dancer""}",170.0,"{""net_worth"": 4000000.0, ""birthday"": ""1988-09-15"", ""age"": 34.0, ""is_alive"": 1.0, ""death"": null}"
kane hodder,male,"{""actor"", ""stunt_performer"", ""author"", ""film_producer""}",192.0,"{""net_worth"": 1500000.0, ""birthday"": ""1955-04-08"", ""age"": 68.0, ""is_alive"": 1.0, ""death"": null}"
takanori gomi,male,null,173.0,"{""net_worth"": 3000000.0, ""birthday"": ""1978-09-22"", ""age"": 44.0, ""is_alive"": 1.0, ""death"": null}"
kanye west,male,"{""record_producer"", ""songwriter"", ""singer"", ""actor"", ""film_producer"", ""rapper"", ""businessperson"", ""screenwriter"", ""fashion_designer"", ""music_video_director""}",173.0,"{""net_worth"": 3200000000.0, ""birthday"": ""1977-06-08"", ""age"": 46.0, ""is_alive"": 1.0, ""death"": null}"
kapil sharma,male,"{""actor"", ""stand-up_comedian"", ""film_producer""}",173.0,"{""net_worth"": 10000000.0, ""birthday"": ""1981-04-02"", ""age"": 42.0, ""is_alive"": 1.0, ""death"": null}"
karan brar,male,"{""actor""}",133.0,"{""net_worth"": 2000000.0, ""birthday"": ""1999-01-18"", ""age"": 24.0, ""is_alive"": 1.0, ""death"": null}"
karan johar,male,"{""film_director"", ""actor"", ""film_producer"", ""screenwriter"", ""costume_designer"", ""presenter"", ""writer""}",175.0,"{""net_worth"": 20000000.0, ""birthday"": ""1972-05-25"", ""age"": 51.0, ""is_alive"": 1.0, ""death"": null}"
karen allen,female,"{""actor"", ""fashion_designer"", ""teacher"", ""entrepreneur"", ""singer"", ""songwriter"", ""musician"", ""playwright"", ""poet"", ""screenwriter""}",170.0,"{""net_worth"": 10000000.0, ""birthday"": ""1951-10-05"", ""age"": 71.0, ""is_alive"": 1.0, ""death"": null}"
karen black,female,"{""singer"", ""actor"", ""songwriter"", ""screenwriter"", ""film_producer"", ""film_score_composer""}",170.0,"{""net_worth"": 10000000.0, ""birthday"": ""1939-07-01"", ""age"": 74.0, ""is_alive"": 0.0, ""death"": ""2013-08-08""}"
karen carpenter,female,"{""singer"", ""drummer"", ""actor"", ""musician""}",163.0,"{""net_worth"": null, ""birthday"": ""1950-03-02"", ""age"": 32.0, ""is_alive"": 0.0, ""death"": ""1983-02-04""}"
kareena kapoor,female,"{""actor"", ""author"", ""fashion_designer""}",163.0,"{""net_worth"": 16000000.0, ""birthday"": ""1980-09-21"", ""age"": 42.0, ""is_alive"": 1.0, ""death"": null}"
karen gillan,female,"{""actor"", ""model""}",180.0,"{""net_worth"": 2000000.0, ""birthday"": ""1987-11-28"", ""age"": 35.0, ""is_alive"": 1.0, ""death"": null}"
karen grassle,female,"{""actor"", ""writer""}",167.0,"{""net_worth"": 500000.0, ""birthday"": ""1942-02-25"", ""age"": 81.0, ""is_alive"": 1.0, ""death"": null}"
karen mcdougal,female,"{""nude_glamour_model"", ""actor""}",173.0,"{""net_worth"": 1000000.0, ""birthday"": ""1971-03-23"", ""age"": 52.0, ""is_alive"": 1.0, ""death"": null}"
kari matchett,female,"{""actor""}",168.0,"{""net_worth"": 3000000.0, ""birthday"": ""1970-03-25"", ""age"": 53.0, ""is_alive"": 1.0, ""death"": null}"
kari byron,female,"{""artist"", ""visual_artist""}",172.0,"{""net_worth"": 1500000.0, ""birthday"": ""1974-12-18"", ""age"": 48.0, ""is_alive"": 1.0, ""death"": null}"
karina smirnoff,female,"{""ballroom_dancer"", ""actor""}",165.0,"{""net_worth"": 6000000.0, ""birthday"": ""1978-01-02"", ""age"": 45.0, ""is_alive"": 1.0, ""death"": null}"
kari wuhrer,female,"{""actor"", ""singer"", ""musician"", ""vj"", ""film_producer"", ""model""}",165.0,"{""net_worth"": 3000000.0, ""birthday"": ""1967-04-28"", ""age"": 56.0, ""is_alive"": 1.0, ""death"": null}"
karim benzema,male,"{""football_player""}",187.0,"{""net_worth"": 70000000.0, ""birthday"": ""1987-12-19"", ""age"": 35.0, ""is_alive"": 1.0, ""death"": null}"
karina lombard,female,"{""model"", ""actor"", ""singer""}",173.0,"{""net_worth"": 5000000.0, ""birthday"": ""1969-01-21"", ""age"": 54.0, ""is_alive"": 1.0, ""death"": null}"
karl malone,male,"{""wrestler"", ""basketball_player"", ""actor""}",206.0,"{""net_worth"": 75000000.0, ""birthday"": ""1963-07-24"", ""age"": 59.0, ""is_alive"": 1.0, ""death"": null}"
karl malden,male,"{""actor""}",185.0,"{""net_worth"": 10000000.0, ""birthday"": ""1912-03-22"", ""age"": 97.0, ""is_alive"": 0.0, ""death"": ""2009-07-01""}"
karl pilkington,male,"{""radio_producer"", ""author"", ""actor"", ""presenter"", ""disc_jockey"", ""voice_actor"", ""television_producer"", ""screenwriter"", ""writer""}",185.0,"{""net_worth"": 3000000.0, ""birthday"": ""1972-09-23"", ""age"": 50.0, ""is_alive"": 1.0, ""death"": null}"
karl urban,male,"{""actor""}",185.0,"{""net_worth"": 20000000.0, ""birthday"": ""1972-06-07"", ""age"": 51.0, ""is_alive"": 1.0, ""death"": null}"
karolina kurkova,female,"{""model"", ""supermodel"", ""fashion_model"", ""actor""}",180.0,"{""net_worth"": 16000000.0, ""birthday"": ""1984-02-28"", ""age"": 39.0, ""is_alive"": 1.0, ""death"": null}"
karrueche tran,female,"{""model""}",155.0,"{""net_worth"": 3000000.0, ""birthday"": null, ""age"": null, ""is_alive"": null, ""death"": null}"
karlie kloss,female,"{""model"", ""fashion_model"", ""supermodel""}",185.0,"{""net_worth"": 40000000.0, ""birthday"": ""1992-08-03"", ""age"": 30.0, ""is_alive"": 1.0, ""death"": null}"
karyn parsons,female,"{""actor"", ""model"", ""screenwriter"", ""television_producer""}",170.0,"{""net_worth"": 1500000.0, ""birthday"": ""1966-10-08"", ""age"": 56.0, ""is_alive"": 1.0, ""death"": null}"
